row_kind,reason,family,name_a,name_b,label,confidence,base_is,generic_is,yield_qty,yield_unit,co_harvestable,judge_reason,signature,straddles_processing,contradiction_detail,hans_verdict,hans_notes
RESIDUE,contradiction_flagged,oil_fat,neutral oil (vegetable or canola),neutral vegetable oil,SUBSUMES,medium,,neutral oil (vegetable or canola),,,,First is generic neutral oil; second is specifically vegetable oil.,canola,false,"signature [canola] received SUBSUMES + SYNONYM — neutral oil (such as vegetable oil) ~ neutral oil (such as vegetable or canola oil) => SYNONYM; neutral oil (such as vegetable oil) ~ neutral oil (such as vegetable or canola) => SYNONYM; neutral oil (such as vegetable oil) ~ neutral oil (vegetable or canola) => SYNONYM; neutral oil (such as vegetable or canola oil) ~ neutral vegetable oil => SUBSUMES; neutral oil (such as vegetable or canola) ~ neutral vegetable oil => SUBSUMES; neutral oil (vegetable or canola) ~ neutral vegetable oil => SUBSUMES; neutral oil ~ neutral oil (such as canola) => SYNONYM | SUBSUMES declares ""neutral oil (vegetable or canola)"" generic over ""neutral vegetable oil"", but the declared generic is not the less-qualified name — two specifics are DISTINCT, never SUBSUMES (D-WS9-202)",,
RESIDUE,contradiction_flagged,oil_fat,neutral oil (vegetable or canola),vegetable oil,SUBSUMES,medium,,neutral oil (vegetable or canola),,,,Generic neutral oil first; vegetable oil is one specific kind of it.,canola|neutral,false,"SUBSUMES declares ""neutral oil (vegetable or canola)"" generic over ""vegetable oil"", but the declared generic is not the less-qualified name — two specifics are DISTINCT, never SUBSUMES (D-WS9-202)",,
RESIDUE,synonym_on_disjunction_row,oil_fat,neutral oil,neutral oil (such as avocado or canola oil),SYNONYM,medium,,,,,,The parenthetical is a non-restrictive suggestion; both names buy the same neutral oil.,avocado|canola,false,,,
RESIDUE,synonym_on_disjunction_row,oil_fat,neutral oil,neutral oil (such as avocado or vegetable),SYNONYM,medium,,,,,,Bare generic and the same generic with example suggestions; one purchase.,avocado|vegetable,false,,,
RESIDUE,synonym_on_disjunction_row,oil_fat,neutral oil,neutral oil (such as canola or grapeseed),SYNONYM,medium,,,,,,Examples in parentheses do not narrow the product; same neutral oil.,canola|grapeseed,false,,,
RESIDUE,contradiction_flagged,oil_fat,neutral oil,neutral oil (such as canola),SYNONYM,medium,,,,,,"""Such as canola"" is an illustrative example of neutral oil, not a restriction.",canola,false,signature [canola] received SUBSUMES + SYNONYM — neutral oil (such as vegetable oil) ~ neutral oil (such as vegetable or canola oil) => SYNONYM; neutral oil (such as vegetable oil) ~ neutral oil (such as vegetable or canola) => SYNONYM; neutral oil (such as vegetable oil) ~ neutral oil (vegetable or canola) => SYNONYM; neutral oil (such as vegetable or canola oil) ~ neutral vegetable oil => SUBSUMES; neutral oil (such as vegetable or canola) ~ neutral vegetable oil => SUBSUMES; neutral oil (vegetable or canola) ~ neutral vegetable oil => SUBSUMES; neutral oil ~ neutral oil (such as canola) => SYNONYM,,
RESIDUE,synonym_on_disjunction_row,oil_fat,neutral oil,neutral oil (such as grapeseed or avocado),SYNONYM,medium,,,,,,Bare generic vs same generic with examples; one bottle serves both.,avocado|grapeseed,false,,,
RESIDUE,synonym_on_disjunction_row,oil_fat,neutral oil,neutral oil (such as grapeseed or canola),SYNONYM,medium,,,,,,Parenthetical examples are non-restrictive; same neutral oil purchase.,canola|grapeseed,false,,,
RESIDUE,contradiction_flagged,oil_fat,neutral oil,neutral oil (such as vegetable oil),SYNONYM,medium,,,,,,The suggested example does not change the shelf item; both are neutral oil.,vegetable,false,signature [vegetable] received SUBSUMES + SYNONYM — neutral oil (such as canola) ~ neutral oil (such as vegetable or canola oil) => SYNONYM; neutral oil (such as canola) ~ neutral oil (such as vegetable or canola) => SYNONYM; neutral oil (such as canola) ~ neutral oil (vegetable or canola) => SYNONYM; neutral oil ~ neutral oil (such as vegetable oil) => SYNONYM; neutral oil ~ neutral vegetable oil => SUBSUMES,,
RESIDUE,synonym_on_disjunction_row,oil_fat,neutral oil,neutral oil (such as vegetable or avocado oil),SYNONYM,medium,,,,,,Bare generic and the same generic with an example list.,avocado|vegetable,false,,,
RESIDUE,synonym_on_disjunction_row,oil_fat,neutral oil,neutral oil (such as vegetable or canola oil),SYNONYM,medium,,,,,,Bare generic and the same generic with illustrative examples; one purchase.,canola|vegetable,false,,,
RESIDUE,synonym_on_disjunction_row,oil_fat,neutral oil,neutral oil (such as vegetable or canola),SYNONYM,medium,,,,,,Examples in parentheses are suggestions only; same neutral oil.,canola|vegetable,false,,,
RESIDUE,synonym_on_disjunction_row,oil_fat,neutral oil,neutral oil (such as vegetable or peanut oil),SYNONYM,medium,,,,,,Bare generic vs same generic with examples; one bottle satisfies both.,peanut|vegetable,false,,,
RESIDUE,synonym_on_disjunction_row,oil_fat,neutral oil,neutral oil (vegetable or canola),SYNONYM,medium,,,,,,Parenthetical suggestion does not narrow the purchase; same neutral oil.,canola|vegetable,false,,,
RESIDUE,contradiction_flagged,oil_fat,neutral oil,neutral vegetable oil,SUBSUMES,medium,,neutral oil,,,,"""Neutral oil"" is the bare generic; ""neutral vegetable oil"" names vegetable oil specifically.",vegetable,false,signature [vegetable] received SUBSUMES + SYNONYM — neutral oil (such as canola) ~ neutral oil (such as vegetable or canola oil) => SYNONYM; neutral oil (such as canola) ~ neutral oil (such as vegetable or canola) => SYNONYM; neutral oil (such as canola) ~ neutral oil (vegetable or canola) => SYNONYM; neutral oil ~ neutral oil (such as vegetable oil) => SYNONYM; neutral oil ~ neutral vegetable oil => SUBSUMES,,
RESIDUE,contradiction_flagged,oil_fat,neutral vegetable oil,vegetable oil,SYNONYM,high,,,,,,Vegetable oil is inherently neutral; both names buy the same bottle.,neutral,false,"signature [neutral] received SUBSUMES + SYNONYM — neutral oil (such as vegetable oil) ~ vegetable oil => SUBSUMES; neutral vegetable oil ~ vegetable oil => SYNONYM | same base, descriptor difference, received SUBSUMES + SYNONYM — neutral oil (such as vegetable oil) ~ vegetable oil [neutral] => SUBSUMES; neutral vegetable oil ~ vegetable oil [neutral] => SYNONYM",,
RESIDUE,confidence_medium,oil_fat,sesame oil,toasted sesame oil,SUBSUMES,medium,,sesame oil,,,,"""Sesame oil"" bare is the unqualified generic; toasted sesame oil fixes the style. First name is the generic.",toasted,true,,,
RESIDUE,confidence_medium,pepper_corn,bell peppers,"green bell pepper, diced",SUBSUMES,medium,,bell peppers,,,,Bare generic vs colour-specific; 'diced' merely transforms and discards nothing.,diced|green,false,,,
RESIDUE,confidence_low,pepper_corn,bell peppers,roasted red bell pepper,SUBSUMES,low,,bell peppers,,,,"Bare generic vs colour+preparation specific; a roasted red pepper is a kind of bell pepper, though it may be bought jarred.",red|roasted,true,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground","black pepper, freshly ground",DISTINCT,medium,,,,,,"'coarsely' fixes grind size, 'freshly' fixes freshness; different axes, neither covers the other.",coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground","black pepper, ground",SUBSUMES,medium,,"black pepper, ground",,,,"'black pepper, ground' leaves grind size open; coarsely ground is a specific kind.",coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground",freshly ground black pepper,DISTINCT,medium,,,,,,Grind-size qualifier vs freshness qualifier; different axes.,coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, coarsely ground",ground black pepper,SUBSUMES,medium,,ground black pepper,,,,'ground black pepper' is grind-unspecified generic; coarsely ground is specific.,coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, freshly ground","black pepper, ground",SUBSUMES,medium,,"black pepper, ground",,,,"'black pepper, ground' is unspecified on freshness; freshly ground is a specific case.",freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, freshly ground",coarsely ground black pepper,DISTINCT,medium,,,,,,Freshness axis vs grind-size axis; neither contains the other.,coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, freshly ground",ground black pepper,SUBSUMES,medium,,ground black pepper,,,,'ground black pepper' is the freshness-unspecified generic.,freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, ground",coarsely ground black pepper,SUBSUMES,medium,,"black pepper, ground",,,,Grind-unspecified ground pepper subsumes coarsely ground.,coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,"black pepper, ground",freshly ground black pepper,SUBSUMES,medium,,"black pepper, ground",,,,Ground pepper unspecified on freshness subsumes freshly ground.,freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,"black pepper, coarsely ground",SUBSUMES,medium,,black pepper,,,,Bare 'black pepper' is unspecified on grind; coarsely ground is specific.,coarsely|ground,true,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,"black pepper, freshly ground",SUBSUMES,medium,,black pepper,,,,Bare 'black pepper' subsumes the freshly ground form.,freshly|ground,true,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,"black pepper, ground",SUBSUMES,medium,,black pepper,,,,Bare 'black pepper' subsumes ground black pepper.,ground,true,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,coarsely cracked black pepper,SUBSUMES,medium,,black pepper,,,,Bare generic vs a specific crack/grind form.,coarsely|cracked,false,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,coarsely ground black pepper,SUBSUMES,medium,,black pepper,,,,Bare generic vs coarsely ground specific.,coarsely|ground,true,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,freshly ground black pepper,SUBSUMES,medium,,black pepper,,,,Bare generic vs freshly ground specific.,freshly|ground,true,,,
RESIDUE,confidence_medium,pepper_corn,black pepper,ground black pepper,SUBSUMES,medium,,black pepper,,,,Bare generic vs pre-ground specific.,ground,true,,,
RESIDUE,confidence_medium,pepper_corn,coarsely ground black pepper,freshly ground black pepper,DISTINCT,medium,,,,,,Grind-size axis vs freshness axis; neither contains the other.,coarsely|freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,coarsely ground black pepper,ground black pepper,SUBSUMES,medium,,ground black pepper,,,,'ground black pepper' is the grind-unspecified generic.,coarsely,false,,,
RESIDUE,confidence_medium,pepper_corn,crushed red pepper flakes,dried red pepper flakes,SYNONYM,medium,,,,,,Both names describe the same jar of crushed dried red chile flakes.,crushed|dried,true,,,
RESIDUE,confidence_medium,pepper_corn,crushed red pepper flakes,red pepper flakes,SYNONYM,medium,,,,,,Red pepper flakes are crushed red pepper; same shelf product.,crushed,true,,,
RESIDUE,confidence_medium,pepper_corn,dried red pepper flakes,red pepper flakes,SYNONYM,medium,,,,,,Pepper flakes are dried by definition; same product.,dried,true,,,
RESIDUE,confidence_medium,pepper_corn,freshly ground black pepper,ground black pepper,SUBSUMES,medium,,ground black pepper,,,,'ground black pepper' is unspecified on freshness; freshly ground is specific.,freshly,false,,,
RESIDUE,confidence_medium,pepper_corn,gochugaru (korean red pepper flakes),red pepper flakes,DISTINCT,medium,,,,,,"Gochugaru is a different product (fine Korean chile powder/flake, milder) than Italian-style crushed red pepper flakes.",gochugaru|korean,false,,,
RESIDUE,confidence_medium,pepper_corn,ground white pepper,white pepper,SUBSUMES,medium,,white pepper,,,,'white pepper' is the bare generic (could be whole or ground); ground is the specific form.,ground,true,,,
RESIDUE,confidence_medium,pepper_corn,jarred roasted red peppers,roasted red peppers,SUBSUMES,medium,,roasted red peppers,,,,'roasted red peppers' is generic as to packaging; jarred is the specific form.,jarred,true,,,
RESIDUE,confidence_medium,pepper_corn,red bell pepper,roasted red bell pepper,DISTINCT,medium,,,,,,"Roasted peppers require roasting/peeling work or a separate jar, like peppercorns vs ground pepper.",roasted,true,,,
RESIDUE,confidence_medium,pepper_corn,roasted red bell pepper,roasted red peppers,SUBSUMES,medium,,roasted red peppers,,,,'roasted red peppers' is the broader name; roasted red bell pepper is a specific kind.,bell,false,,,
RESIDUE,contradiction_flagged,tomato,"beefsteak tomatoes, thinly sliced",ripe beefsteak tomatoes,SUBSUMES,medium,,"beefsteak tomatoes, thinly sliced",,,,Sliced beefsteak is just beefsteak tomatoes (bare on ripeness); 'ripe' fixes that axis.,ripe|sliced|thinly,false,"SUBSUMES declares ""beefsteak tomatoes, thinly sliced"" generic over ""ripe beefsteak tomatoes"", but the declared generic is not the less-qualified name — two specifics are DISTINCT, never SUBSUMES (D-WS9-202)",,
RESIDUE,confidence_medium,tomato,beefsteak tomato,ripe beefsteak tomatoes,SUBSUMES,medium,,beefsteak tomato,,,,'beefsteak tomato' is unspecified on ripeness; 'ripe beefsteak' fixes it.,ripe,false,,,
RESIDUE,confidence_medium,tomato,canned crushed san marzano tomatoes,san marzano tomatoes,SUBSUMES,medium,,san marzano tomatoes,,,,'san marzano tomatoes' is bare on form; crushed canned is a specific form.,canned|crushed,true,,,
RESIDUE,confidence_medium,tomato,canned crushed san marzano tomatoes,tomato,SUBSUMES,medium,,tomato,,,,"Bare 'tomato' is unspecified on every axis, including canned form.",canned|crushed|marzano|san,true,,,
RESIDUE,confidence_medium,tomato,canned crushed tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes the canned crushed form.,canned|crushed,true,,,
RESIDUE,confidence_medium,tomato,canned diced tomatoes with green chiles (rotel),diced tomatoes,DISTINCT,medium,,,,,,Rotel contains green chiles; a different can from plain diced tomatoes.,canned|chili|green|rotel,true,,,
RESIDUE,confidence_medium,tomato,canned diced tomatoes with green chiles (rotel),tomato,DISTINCT,medium,,,,,,"Compound product with added chiles, not merely a kind of tomato.",canned|chili|diced|green|rotel,true,,,
RESIDUE,confidence_medium,tomato,canned diced tomatoes with green chiles,diced tomatoes,DISTINCT,medium,,,,,,Added green chiles makes a different can from plain diced tomatoes.,canned|chili|green,true,,,
RESIDUE,confidence_medium,tomato,canned diced tomatoes with green chiles,tomato,DISTINCT,medium,,,,,,"Compound tomato-and-chile product, not a plain tomato.",canned|chili|diced|green,true,,,
RESIDUE,confidence_medium,tomato,canned diced tomatoes,canned diced tomatoes with green chiles,DISTINCT,medium,,,,,,Plain diced can vs chile-added can: two purchases.,chili|green,false,,,
RESIDUE,confidence_medium,tomato,canned diced tomatoes,canned diced tomatoes with green chiles (rotel),DISTINCT,medium,,,,,,Plain diced can vs Rotel: two purchases.,chili|green|rotel,false,,,
RESIDUE,confidence_medium,tomato,canned diced tomatoes,canned fire-roasted diced tomatoes,SUBSUMES,medium,,canned diced tomatoes,,,,Plain canned diced is bare on treatment; fire-roasted fixes that axis.,fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,canned diced tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes the canned diced form.,canned|diced,true,,,
RESIDUE,confidence_medium,tomato,canned fire-roasted diced tomatoes,diced tomatoes,SUBSUMES,medium,,diced tomatoes,,,,'diced tomatoes' is bare on treatment; fire-roasted is the specific.,canned|fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,canned fire-roasted diced tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes this specific canned form.,canned|diced|fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,canned san marzano crushed tomatoes,san marzano tomatoes,SUBSUMES,medium,,san marzano tomatoes,,,,'san marzano tomatoes' is bare on form; crushed is the specific form.,canned|crushed,true,,,
RESIDUE,confidence_medium,tomato,canned san marzano crushed tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes this specific canned product.,canned|crushed|marzano|san,true,,,
RESIDUE,confidence_medium,tomato,canned san marzano whole peeled tomatoes,canned san marzano whole tomatoes,SYNONYM,medium,,,,,,Canned whole San Marzano tomatoes are peeled; same can.,peeled,false,,,
RESIDUE,confidence_medium,tomato,canned san marzano whole peeled tomatoes,san marzano tomatoes,SUBSUMES,medium,,san marzano tomatoes,,,,'san marzano tomatoes' is bare on form; whole peeled canned is specific.,canned|peeled|whole,true,,,
RESIDUE,confidence_medium,tomato,canned san marzano whole peeled tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes this specific canned product.,canned|marzano|peeled|san|whole,true,,,
RESIDUE,confidence_medium,tomato,canned san marzano whole tomatoes,san marzano tomatoes,SUBSUMES,medium,,san marzano tomatoes,,,,'san marzano tomatoes' is the bare form-unspecified name.,canned|whole,true,,,
RESIDUE,confidence_medium,tomato,canned san marzano whole tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes this specific canned product.,canned|marzano|san|whole,true,,,
RESIDUE,confidence_medium,tomato,canned whole peeled tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes the canned whole peeled form.,canned|peeled|whole,true,,,
RESIDUE,confidence_medium,tomato,canned whole san marzano tomatoes,san marzano tomatoes,SUBSUMES,medium,,san marzano tomatoes,,,,'san marzano tomatoes' is bare on form; canned whole is specific.,canned|whole,true,,,
RESIDUE,confidence_medium,tomato,canned whole san marzano tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes this specific canned product.,canned|marzano|san|whole,true,,,
RESIDUE,confidence_medium,tomato,crushed canned tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes the canned crushed form.,canned|crushed,true,,,
RESIDUE,confidence_medium,tomato,crushed fire-roasted tomatoes,crushed tomatoes,SUBSUMES,medium,,crushed tomatoes,,,,'crushed tomatoes' is bare on treatment; fire-roasted is specific.,fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,crushed fire-roasted tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes this canned form.,crushed|fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,crushed san marzano tomatoes,san marzano tomatoes,SUBSUMES,medium,,san marzano tomatoes,,,,'san marzano tomatoes' is bare on form; crushed is specific.,crushed,true,,,
RESIDUE,confidence_medium,tomato,crushed san marzano tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes this specific product.,crushed|marzano|san,true,,,
RESIDUE,confidence_medium,tomato,"crushed tomatoes, canned",tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes the canned crushed form.,canned|crushed,true,,,
RESIDUE,confidence_medium,tomato,crushed tomatoes,fire-roasted crushed tomatoes,SUBSUMES,medium,,crushed tomatoes,,,,Bare-treatment crushed tomatoes subsumes fire-roasted crushed.,fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,crushed tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes crushed tomatoes.,crushed,true,,,
RESIDUE,confidence_medium,tomato,diced fire-roasted tomatoes,diced tomatoes,SUBSUMES,medium,,diced tomatoes,,,,'diced tomatoes' is bare on treatment; fire-roasted is specific.,fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,diced fire-roasted tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes this canned form.,diced|fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,diced tomatoes with green chiles,tomato,DISTINCT,medium,,,,,,"Tomato-and-chile compound product, not simply a tomato.",chili|diced|green,false,,,
RESIDUE,confidence_medium,tomato,diced tomatoes,diced tomatoes with green chiles,DISTINCT,medium,,,,,,Added green chiles makes a different can from plain diced tomatoes.,chili|green,false,,,
RESIDUE,confidence_medium,tomato,diced tomatoes,fire-roasted diced tomatoes,SUBSUMES,medium,,diced tomatoes,,,,Bare-treatment diced tomatoes subsumes fire-roasted diced.,fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,diced tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes canned diced tomatoes.,diced,false,,,
RESIDUE,confidence_medium,tomato,fire-roasted crushed tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes this canned form.,crushed|fire|roasted,true,,,
RESIDUE,confidence_medium,tomato,fire-roasted diced tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes this canned form.,diced|fire|roasted,true,,,
RESIDUE,contradiction_flagged,tomato,"fresh tomatoes, roughly chopped",ripe tomato,SUBSUMES,low,,"fresh tomatoes, roughly chopped",,,,"Chopped fresh tomatoes are just fresh tomatoes, unspecified on ripeness; 'ripe' fixes it.",chopped|fresh|ripe|roughly,true,"SUBSUMES declares ""fresh tomatoes, roughly chopped"" generic over ""ripe tomato"", but the declared generic is not the less-qualified name — two specifics are DISTINCT, never SUBSUMES (D-WS9-202)",,
RESIDUE,confidence_medium,tomato,"fresh tomatoes, roughly chopped",tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes fresh tomatoes.,chopped|fresh|roughly,true,,,
RESIDUE,contradiction_flagged,tomato,fresh tomatoes,ripe tomato,SUBSUMES,low,,fresh tomatoes,,,,'fresh tomatoes' is unspecified on ripeness; 'ripe tomato' fixes it.,fresh|ripe,true,"SUBSUMES declares ""fresh tomatoes"" generic over ""ripe tomato"", but the declared generic is not the less-qualified name — two specifics are DISTINCT, never SUBSUMES (D-WS9-202)",,
RESIDUE,confidence_medium,tomato,fresh tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' is unspecified on form; 'fresh' fixes it.,fresh,true,,,
RESIDUE,confidence_medium,tomato,ripe beefsteak tomatoes,ripe tomato,SUBSUMES,medium,,ripe tomato,,,,'ripe tomato' is bare on variety; ripe beefsteak fixes variety.,beefsteak,false,,,
RESIDUE,confidence_medium,tomato,ripe roma tomatoes,ripe tomato,SUBSUMES,medium,,ripe tomato,,,,'ripe tomato' is bare on variety; ripe roma fixes variety.,roma,false,,,
RESIDUE,confidence_medium,tomato,ripe roma tomatoes,roma tomatoes,SUBSUMES,medium,,roma tomatoes,,,,'roma tomatoes' is unspecified on ripeness; 'ripe roma' fixes it.,ripe,false,,,
RESIDUE,contradiction_flagged,tomato,ripe roma tomatoes,"roma tomatoes, halved",SUBSUMES,medium,,"roma tomatoes, halved",,,,"Halved roma tomatoes are just roma tomatoes, bare on ripeness.",halved|ripe,false,"SUBSUMES declares ""roma tomatoes, halved"" generic over ""ripe roma tomatoes"", but the declared generic is not the less-qualified name — two specifics are DISTINCT, never SUBSUMES (D-WS9-202)",,
RESIDUE,contradiction_flagged,tomato,ripe roma tomatoes,"roma tomatoes, roughly chopped",SUBSUMES,medium,,"roma tomatoes, roughly chopped",,,,"Chopped roma tomatoes are just roma tomatoes, bare on ripeness.",chopped|ripe|roughly,false,"SUBSUMES declares ""roma tomatoes, roughly chopped"" generic over ""ripe roma tomatoes"", but the declared generic is not the less-qualified name — two specifics are DISTINCT, never SUBSUMES (D-WS9-202)",,
RESIDUE,confidence_medium,tomato,ripe tomato,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' is unspecified on ripeness; 'ripe' fixes it.,ripe,false,,,
RESIDUE,confidence_medium,tomato,san marzano crushed tomatoes,san marzano tomatoes,SUBSUMES,medium,,san marzano tomatoes,,,,'san marzano tomatoes' is bare on form; crushed is the specific form.,crushed,true,,,
RESIDUE,confidence_medium,tomato,san marzano crushed tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes this specific product.,crushed|marzano|san,true,,,
RESIDUE,confidence_medium,tomato,san marzano tomatoes,san marzano whole peeled tomatoes,SUBSUMES,medium,,san marzano tomatoes,,,,Bare 'san marzano tomatoes' subsumes the whole peeled canned form.,peeled|whole,true,,,
RESIDUE,confidence_medium,tomato,san marzano tomatoes,whole peeled san marzano tomatoes,SUBSUMES,medium,,san marzano tomatoes,,,,Bare 'san marzano tomatoes' subsumes the whole peeled form.,peeled|whole,true,,,
RESIDUE,confidence_medium,tomato,san marzano tomatoes,whole san marzano tomatoes,SUBSUMES,medium,,san marzano tomatoes,,,,Bare 'san marzano tomatoes' subsumes the whole canned form.,whole,true,,,
RESIDUE,confidence_medium,tomato,san marzano whole peeled tomatoes,tomato,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes this specific canned product.,marzano|peeled|san|whole,true,,,
RESIDUE,confidence_medium,tomato,tomato,whole canned tomatoes,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes canned whole tomatoes.,canned|whole,true,,,
RESIDUE,confidence_medium,tomato,tomato,whole peeled san marzano tomatoes,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes whole peeled San Marzano tomatoes.,marzano|peeled|san|whole,true,,,
RESIDUE,confidence_medium,tomato,tomato,whole peeled tomatoes,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes canned whole peeled tomatoes.,peeled|whole,true,,,
RESIDUE,confidence_medium,tomato,tomato,whole san marzano tomatoes,SUBSUMES,medium,,tomato,,,,Bare 'tomato' subsumes whole San Marzano tomatoes.,marzano|san|whole,true,,,
RESIDUE,confidence_medium,tomato,whole canned tomatoes,whole peeled tomatoes,SYNONYM,medium,,,,,,Canned whole tomatoes are sold peeled; same can.,canned|peeled,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned whole peeled tomatoes,diced tomatoes,DISTINCT,high,,,,,,Whole peeled can vs diced can.,canned|diced|peeled|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,green bell pepper,red bell pepper,DISTINCT,high,,,,,,Two colour specifics.,green|red,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned fire-roasted diced tomatoes,fire-roasted diced tomatoes,SYNONYM,high,,,,,,Same can; 'canned' implicit.,canned,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,"red onion, thinly sliced",yellow onion,DISTINCT,high,,,,,,Red versus yellow onion.,red|sliced|thinly|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned san marzano whole peeled tomatoes,whole peeled san marzano tomatoes,SYNONYM,high,,,,,,"Same can, word order differs.",canned,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,"red onion, thinly sliced","white onion, diced",DISTINCT,high,,,,,,Red versus white onion.,diced|red|sliced|thinly|white,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,tomato,tomato passata,DISTINCT,high,,,,,,"Passata is a processed bottled product, a separate purchase.",passata,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned fire-roasted diced tomatoes,crushed fire-roasted tomatoes,DISTINCT,high,,,,,,Diced vs crushed: different cans.,canned|crushed|diced,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,garlic head,head of garlic,SYNONYM,high,,,,,,"Same item, wording reversed.",(identical),false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned crushed san marzano tomatoes,canned san marzano whole peeled tomatoes,DISTINCT,high,,,,,,Crushed can vs whole peeled can: two different cans.,crushed|peeled|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned crushed san marzano tomatoes,san marzano whole peeled tomatoes,DISTINCT,high,,,,,,Crushed can vs whole peeled can.,canned|crushed|peeled|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,garlic,garlic powder,DISTINCT,high,,,,,,Dried ground spice versus fresh garlic; separate purchase.,powder,true,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,"green bell pepper, diced",red bell pepper,DISTINCT,high,,,,,,Two colour specifics; two purchases.,diced|green|red,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,white onion,"yellow onions, finely diced",DISTINCT,high,,,,,,White versus yellow onion.,diced|finely|white|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned crushed tomatoes,crushed tomatoes,SYNONYM,high,,,,,,Crushed tomatoes are sold canned; same product.,canned,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,onion,"yellow onions, finely diced",SUBSUMES,high,,onion,,,,Bare generic 'onion' subsumes yellow onion; dicing is prep only.,diced|finely|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,"black pepper, ground",ground black pepper,SYNONYM,high,,,,,,"Same product, word order only.",(identical),false,,,
