row_kind,reason,family,name_a,name_b,label,confidence,base_is,generic_is,yield_qty,yield_unit,co_harvestable,judge_reason,signature,straddles_processing,contradiction_detail
RESIDUE,confidence_medium,chili,green chili,spiced & diced green chiles,DISTINCT,medium,,,,,,A seasoned canned product is not the fresh green chile pepper.,diced|spiced,false,
RESIDUE,confidence_medium,chili,hatch green chiles,roasted hatch green chiles,SUBSUMES,medium,,hatch green chiles,,,,Bare hatch green chiles leaves the roast axis open; roasted fixes it. Generic is first.,roasted,true,
RESIDUE,contradiction_flagged,chili,kashmiri chili powder,kashmiri red chili powder,SYNONYM,high,,,,,,Kashmiri chili powder is red by definition; same jar.,red,false,signature [red] received SUBSUMES + SYNONYM — chili flakes ~ red chili flakes => SYNONYM; chili powder ~ red chili powder => SUBSUMES; dried chili flakes ~ dried red chili flakes => SYNONYM; fresh red thai chilies ~ fresh thai chilies => SUBSUMES; kashmiri chili powder ~ kashmiri red chili powder => SYNONYM
RESIDUE,confidence_medium,chili,mild chili powder,red chili powder,DISTINCT,medium,,,,,,"""mild"" fixes heat, ""red"" fixes colour/type: different axes, neither contains the other.",mild|red,false,
RESIDUE,confidence_medium,chili,pinch of kashmiri red chili powder,red chili powder,SUBSUMES,medium,,red chili powder,,,,Kashmiri red chili powder is a specific red chili powder. Generic is second.,kashmiri|pinch,false,
RESIDUE,confidence_medium,chunk pineapple,canned pineapple chunks in juice,pineapple chunks,SUBSUMES,medium,,pineapple chunks,,,,"""pineapple chunks"" is the bare generic (fresh or canned, any packing medium); ""canned pineapple chunks in juice"" fixes both form and packing liquid. A shopper needing generic chunks is satisfied by the canned-in-juice can, but not vice versa. The second name is the generic.",canned|juice,true,
RESIDUE,confidence_medium,chunk pineapple,canned pineapple chunks,canned pineapple chunks in juice,SUBSUMES,medium,,canned pineapple chunks,,,,"""canned pineapple chunks"" leaves the packing medium open (juice or syrup); ""in juice"" fixes that axis. There is no single default packing medium, so the bare name genuinely covers both. First name is the generic.",juice,true,
RESIDUE,confidence_medium,chunk pineapple,canned pineapple chunks,pineapple chunks,SUBSUMES,medium,,pineapple chunks,,,,"""pineapple chunks"" is unqualified as to form (fresh-cut or canned); ""canned"" fixes that axis. A demand for pineapple chunks is met by a can, but a recipe calling for canned chunks is not met by fresh. The second name is the generic.",canned,true,
RESIDUE,contradiction_flagged,citrus,fresh kaffir lime leaves,kaffir lime leaves,SUBSUMES,medium,,kaffir lime leaves,,,,"Bare 'kaffir lime leaves' leaves the form open (fresh, frozen or dried); 'fresh' fixes that axis, so the bare name is the generic.",fresh,true,"signature [fresh] received SUBSUMES + SYNONYM — fresh kaffir lime leaves ~ kaffir lime leaves => SUBSUMES; fresh lemon juice ~ lemon juice => SUBSUMES; fresh lemon ~ lemon => SYNONYM; fresh lime juice ~ lime juice => SUBSUMES; fresh lime ~ lime => SYNONYM; fresh orange juice ~ orange juice => SUBSUMES; lime juice ~ lime juice, fresh => SUBSUMES"
RESIDUE,contradiction_flagged,citrus,fresh lemon juice,lemon juice,SUBSUMES,medium,,lemon juice,,,,"Bare 'lemon juice' leaves the form open (bottled or fresh-squeezed); 'fresh' fixes it, so the second name is the generic.",fresh,true,"signature [fresh] received SUBSUMES + SYNONYM — fresh kaffir lime leaves ~ kaffir lime leaves => SUBSUMES; fresh lemon juice ~ lemon juice => SUBSUMES; fresh lemon ~ lemon => SYNONYM; fresh lime juice ~ lime juice => SUBSUMES; fresh lime ~ lime => SYNONYM; fresh orange juice ~ orange juice => SUBSUMES; lime juice ~ lime juice, fresh => SUBSUMES"
RESIDUE,contradiction_flagged,citrus,fresh lemon,lemon,SYNONYM,high,,,,,,Lemons are sold fresh by default; 'fresh lemon' and 'lemon' buy the identical fruit.,fresh,true,"signature [fresh] received SUBSUMES + SYNONYM — fresh kaffir lime leaves ~ kaffir lime leaves => SUBSUMES; fresh lemon juice ~ lemon juice => SUBSUMES; fresh lemon ~ lemon => SYNONYM; fresh lime juice ~ lime juice => SUBSUMES; fresh lime ~ lime => SYNONYM; fresh orange juice ~ orange juice => SUBSUMES; lime juice ~ lime juice, fresh => SUBSUMES"
RESIDUE,contradiction_flagged,citrus,fresh lime juice,lime juice,SUBSUMES,medium,,lime juice,,,,"Bare 'lime juice' covers bottled or fresh; 'fresh lime juice' fixes the form, so the second name is the generic.",fresh,true,"signature [fresh] received SUBSUMES + SYNONYM — fresh kaffir lime leaves ~ kaffir lime leaves => SUBSUMES; fresh lemon juice ~ lemon juice => SUBSUMES; fresh lemon ~ lemon => SYNONYM; fresh lime juice ~ lime juice => SUBSUMES; fresh lime ~ lime => SYNONYM; fresh orange juice ~ orange juice => SUBSUMES; lime juice ~ lime juice, fresh => SUBSUMES"
RESIDUE,contradiction_flagged,citrus,fresh lime,lime,SYNONYM,high,,,,,,Limes are sold fresh by default; both names buy the same fruit.,fresh,true,"signature [fresh] received SUBSUMES + SYNONYM — fresh kaffir lime leaves ~ kaffir lime leaves => SUBSUMES; fresh lemon juice ~ lemon juice => SUBSUMES; fresh lemon ~ lemon => SYNONYM; fresh lime juice ~ lime juice => SUBSUMES; fresh lime ~ lime => SYNONYM; fresh orange juice ~ orange juice => SUBSUMES; lime juice ~ lime juice, fresh => SUBSUMES"
RESIDUE,contradiction_flagged,citrus,fresh orange juice,orange juice,SUBSUMES,medium,,orange juice,,,,"Bare 'orange juice' covers cartoned or fresh-squeezed; 'fresh' fixes the form, so the second is generic.",fresh,true,"signature [fresh] received SUBSUMES + SYNONYM — fresh kaffir lime leaves ~ kaffir lime leaves => SUBSUMES; fresh lemon juice ~ lemon juice => SUBSUMES; fresh lemon ~ lemon => SYNONYM; fresh lime juice ~ lime juice => SUBSUMES; fresh lime ~ lime => SYNONYM; fresh orange juice ~ orange juice => SUBSUMES; lime juice ~ lime juice, fresh => SUBSUMES"
RESIDUE,confidence_medium,citrus,lemon juice,"lemon juice, freshly squeezed",SUBSUMES,medium,,lemon juice,,,,"Bare 'lemon juice' leaves the form open; 'freshly squeezed' fixes it, so the first name is the generic.",freshly|squeezed,false,
RESIDUE,confidence_medium,citrus,lemon,lemon wedges,COMPONENT,medium,lemon,,6,wedge,false,"Wedges are cut from the lemon you buy, and the wedges consume the fruit.",wedge,false,
RESIDUE,contradiction_flagged,citrus,lime juice,"lime juice, fresh",SUBSUMES,medium,,lime juice,,,,"Bare 'lime juice' is unspecified as to form; 'fresh' fixes it, so the first name is the generic.",fresh,true,"signature [fresh] received SUBSUMES + SYNONYM — fresh kaffir lime leaves ~ kaffir lime leaves => SUBSUMES; fresh lemon juice ~ lemon juice => SUBSUMES; fresh lemon ~ lemon => SYNONYM; fresh lime juice ~ lime juice => SUBSUMES; fresh lime ~ lime => SYNONYM; fresh orange juice ~ orange juice => SUBSUMES; lime juice ~ lime juice, fresh => SUBSUMES"
RESIDUE,confidence_medium,citrus,lime juice,"lime juice, freshly squeezed",SUBSUMES,medium,,lime juice,,,,"Bare 'lime juice' is unspecified as to form; 'freshly squeezed' fixes it, so the first name is the generic.",freshly|squeezed,false,
RESIDUE,confidence_medium,citrus,lime,lime wedges,COMPONENT,medium,lime,,8,wedge,false,"Wedges are cut from the lime bought, and using them consumes the fruit.",wedge,false,
RESIDUE,confidence_medium,citrus,orange juice,"orange juice, freshly squeezed",SUBSUMES,medium,,orange juice,,,,"Bare 'orange juice' leaves the form open; 'freshly squeezed' fixes it, so the first name is the generic.",freshly|squeezed,false,
RESIDUE,confidence_medium,clove,cloves,garlic cloves,DISTINCT,medium,,,,,,"""cloves"" in a spice catalog names the dried flower bud spice; ""garlic cloves"" are segments of a garlic head. They share only the word ""clove"" — a shopper holding one must buy the other.",garlic,false,
RESIDUE,confidence_medium,clove,cloves,"garlic cloves, peeled",DISTINCT,medium,,,,,,Same as the bare garlic-clove case: the clove spice and peeled garlic cloves are entirely different purchases that merely share a word.,garlic|peeled,false,
RESIDUE,contradiction_flagged,clove,cloves,ground cloves,DISTINCT,high,,,,,,"Bare ""cloves"" denotes the standard whole-bud spice jar, not a parent category; ground cloves is a separate jar. Directly analogous to black peppercorns ~ ground black pepper.",ground,true,"same base, prep difference, received DISTINCT + SYNONYM — cloves ~ ground cloves [ground] => DISTINCT; cloves ~ whole cloves [whole] => SYNONYM"
RESIDUE,contradiction_flagged,clove,cloves,whole cloves,SYNONYM,high,,,,,,"""Cloves"" as sold by default are whole cloves; ""whole"" merely makes the default explicit. Same jar off the shelf.",whole,true,"same base, prep difference, received DISTINCT + SYNONYM — cloves ~ ground cloves [ground] => DISTINCT; cloves ~ whole cloves [whole] => SYNONYM"
RESIDUE,confidence_medium,cob corn,corn on the cob,fresh corn on the cob,SYNONYM,medium,,,,,,"An unqualified 'corn on the cob' in a recipe means fresh ears from the produce section; 'fresh' merely states the default rather than narrowing to a different product. Same shelf, same purchase, so a shopper handed either name buys identical ears. (Frozen cob corn would have to say 'frozen' explicitly, so the bare name is not acting as a parent of fresh/frozen tiers.)",fresh,true,
RESIDUE,confidence_medium,coconut,sweetened shredded coconut,toasted shredded coconut,DISTINCT,medium,,,,,,"Both names carry qualifiers on independent axes: 'sweetened' fixes whether sugar is added, 'toasted' fixes the roast/preparation state. Neither covers the other, and a shopper holding sweetened shredded coconut who needs toasted coconut is not automatically served (toasted coconut is typically unsweetened, and vice versa). Two separate catalog products.",sweetened|toasted,true,
RESIDUE,confidence_medium,cold water,cold water,ice-cold water,SUBSUMES,medium,,cold water,,,,"Same still water; 'cold' is the bare temperature qualifier and 'ice-cold' fixes it more precisely on the same axis. A demand for cold water is satisfied by ice-cold water, but not the reverse, so the first name is the generic.",ice,false,
RESIDUE,confidence_medium,cooking spray,cooking spray,neutral cooking spray,SUBSUMES,medium,,cooking spray,,,,"""Cooking spray"" is the bare generic and covers olive oil, butter-flavored, coconut and baking sprays as well as neutral ones; ""neutral cooking spray"" fixes the flavor/oil axis to a flavorless oil (canola/vegetable). A shopper needing plain cooking spray is satisfied by a neutral one, but one needing neutral is not satisfied by a butter- or olive-flavored spray, so the first name is the generic.",neutral,false,
RESIDUE,confidence_medium,corn,fresh corn,sweet corn,SYNONYM,medium,,,,,,"Fresh corn sold for eating IS sweet corn; a shopper handed either name buys the same ears. Wrinkle: ""sweet corn"" can also name canned/frozen product, but as a fresh-corn family row they are the same purchase.",fresh|sweet,true,
RESIDUE,confidence_medium,corn ear,corn ears,"ears of corn, husked",SYNONYM,medium,,,,,,"Husking is removing the inedible wrapper; the ear count and usable ear are unchanged, so it is a prep transformation of the same purchase, not a separate buy.",husked,false,
RESIDUE,confidence_medium,corn ear,corn ears,fresh corn ears,SYNONYM,medium,,,,,,Corn on the cob sold as ears is fresh by default; 'fresh' restates the standard product rather than narrowing it.,fresh,true,
RESIDUE,confidence_medium,corn ear,ear of corn,"ears of corn, husked",SYNONYM,medium,,,,,,Husked is a prep state of the same ear; nothing edible discarded and the count is unchanged.,husked,false,
RESIDUE,confidence_medium,corn ear,ear of corn,fresh corn ears,SYNONYM,medium,,,,,,'Fresh' names the default state of an ear of corn; same shelf item.,fresh,true,
RESIDUE,confidence_medium,corn ear,ears of corn,"ears of corn, husked",SYNONYM,medium,,,,,,Husking transforms the same purchase; no second trip and the usable ear count is identical.,husked,false,
RESIDUE,confidence_medium,corn ear,ears of corn,fresh corn ears,SYNONYM,medium,,,,,,Ears of corn are fresh corn on the cob; the qualifier restates the default product.,fresh,true,
RESIDUE,confidence_medium,corn kernel,corn kernels,sweet corn kernels,SYNONYM,medium,,,,,,"In a culinary catalog ""corn kernels"" already means sweet corn (field corn/hominy are never sold under this name), so ""sweet"" restates the default variety rather than narrowing it. Same product off the shelf.",sweet,false,
RESIDUE,contradiction_flagged,corn kernel,fresh corn kernels,sweet corn kernels,SUBSUMES,medium,,sweet corn kernels,,,,"""sweet corn kernels"" is effectively the unqualified culinary generic (variety default, form open), and fresh kernels satisfy it; a demand for fresh is not met by any sweet corn kernels.",fresh|sweet,true,"SUBSUMES declares ""sweet corn kernels"" generic over ""fresh corn kernels"", but the declared generic is not the less-qualified name — two specifics are DISTINCT, never SUBSUMES (D-WS9-202)"
RESIDUE,contradiction_flagged,corn kernel,frozen corn kernels,sweet corn kernels,SUBSUMES,medium,,sweet corn kernels,,,,"Parallel to the fresh case: ""sweet corn kernels"" leaves the form open and is satisfied by frozen ones, while a demand for frozen specifically is not met by sweet corn generally.",frozen|sweet,true,"SUBSUMES declares ""sweet corn kernels"" generic over ""frozen corn kernels"", but the declared generic is not the less-qualified name — two specifics are DISTINCT, never SUBSUMES (D-WS9-202)"
RESIDUE,confidence_medium,couscou,couscous,pearl couscous,DISTINCT,medium,,,,,,"Bare ""couscous"" is not an empty generic — it denotes the standard fine Moroccan couscous, a specific box with its own cooking method. Pearl (Israeli) couscous is a separate product on the shelf, cooked differently; a shopper asking for ""couscous"" would be handed the fine kind, not any of them. Sibling varieties, so two purchases.",pearl,false,
RESIDUE,confidence_medium,creole mustard,creole mustard,whole-grain creole mustard,SYNONYM,medium,,,,,,"Creole mustard is by definition a coarse, whole-grain-style brown mustard (e.g. Zatarain's), so the bare name already denotes the whole-grain product rather than a broader category with smooth variants. A shopper handed either name buys the same jar.",grain|whole,true,
RESIDUE,confidence_medium,crouton,croutons,plain croutons,SUBSUMES,medium,,croutons,,,,"""Croutons"" is the bare, unqualified name and is sold in many flavors (garlic, seasoned, Caesar, plain); a shopper needing generic croutons is satisfied by plain ones, but someone needing specifically unseasoned/plain croutons is not satisfied by any bag of croutons. First name is the generic.",plain,false,
RESIDUE,confidence_medium,crust dough pie refrigerated,refrigerated double-crust pie dough,refrigerated pie crust dough,SUBSUMES,medium,,refrigerated pie crust dough,,,,"""refrigerated pie crust dough"" is the bare, unqualified name for the product; ""double-crust"" fixes the quantity/package axis (enough dough for a top and bottom crust). A shopper needing generic refrigerated pie dough is satisfied by the double-crust package, but someone needing a double crust is not satisfied by just any refrigerated pie dough, so the second name is the generic.",double,false,
RESIDUE,confidence_medium,cucumber,cucumber,english cucumber,SUBSUMES,medium,,cucumber,,,,"""cucumber"" is a bare, unqualified name covering the whole variety axis (slicing, English, Persian, Kirby); ""english cucumber"" fixes the variety. A shopper needing plain cucumber is served by an English one, but someone needing English specifically is not served by any cucumber. Generic is the first name.",english,false,
RESIDUE,confidence_medium,cucumber,cucumber,persian cucumbers,SUBSUMES,medium,,cucumber,,,,"Same structure as the English cucumber pair: bare ""cucumber"" leaves variety open and is satisfied by Persian cucumbers, while a demand for Persian cucumbers is not met by just any cucumber. Generic is the first name.",persian,false,
RESIDUE,confidence_medium,cumin,cumin,cumin powder,SYNONYM,medium,,,,,,A jar labelled plainly 'cumin' is the ground spice; 'cumin powder' is the same shelf product under another name.,powder,true,
RESIDUE,confidence_medium,cumin,cumin,cumin seeds,DISTINCT,medium,,,,,,"Bare 'cumin' denotes the standard ground spice, not the whole-seed product; a cook holding ground cumin needing seeds must buy seeds (grinding is one-way, like peppercorns vs ground pepper).",seed,false,
RESIDUE,confidence_medium,cumin,cumin,"cumin, ground",SYNONYM,medium,,,,,,"Bare 'cumin' already means the ground spice, so 'cumin, ground' is the same purchase spelled out.",ground,true,
RESIDUE,confidence_medium,cumin,cumin,ground cumin,SYNONYM,medium,,,,,,"Same as 'cumin, ground': the default cumin product on the shelf is ground cumin.",ground,true,
RESIDUE,confidence_medium,cumin,cumin,whole cumin seeds,DISTINCT,medium,,,,,,Same relation as 'cumin ~ cumin seeds': the whole seed is a separate jar from the default ground cumin.,seed|whole,true,
RESIDUE,confidence_medium,curry paste,red curry paste,thai red curry paste,SYNONYM,medium,,,,,,"In practice ""red curry paste"" on a shelf IS Thai red curry paste (Maesri/Thai Kitchen etc.); the qualifier only names the cuisine of origin already implied, so either name buys the identical jar.",thai,false,
RESIDUE,confidence_medium,curry powder,curry powder,madras curry powder,SUBSUMES,medium,,curry powder,,,,"""Curry powder"" is the bare generic blend name, unqualified on style/heat; ""madras"" fixes a specific regional, hotter formulation. A shopper needing plain curry powder is served by madras curry powder, but someone whose recipe calls for madras is not satisfied by just any curry powder. First name is the generic.",madra,false,
RESIDUE,confidence_medium,dairy_milk,bread and butter pickles,bread-and-butter pickle chips,SYNONYM,medium,,,,,,Bread-and-butter pickles are standardly sold as chips (crinkle-cut rounds); the same jar answers either name.,chip,false,
RESIDUE,confidence_medium,dairy_milk,butter lettuce,butter lettuce leaves,COMPONENT,medium,butter lettuce,,12,leaf,false,"You buy a head of butter lettuce; 'leaves' discards the core/root end, so part of the purchase is waste.",leaf,false,
RESIDUE,confidence_medium,dairy_milk,butter,unsalted butter,SUBSUMES,medium,,butter,,,,"'Butter' is bare on the salt axis; unsalted butter is a specific kind of it. A recipe calling for butter is served by unsalted, but not vice versa.",unsalted,false,
RESIDUE,contradiction_flagged,dairy_milk,coconut milk,full-fat coconut milk,SYNONYM,medium,,,,,,A can labeled simply 'coconut milk' is the standard full-fat can; 'full-fat' merely makes the default explicit.,fat|full,false,signature [fat|full] received SUBSUMES + SYNONYM — coconut milk ~ full-fat coconut milk => SYNONYM; full-fat sour cream ~ sour cream => SYNONYM; plain full-fat greek yogurt ~ plain greek yogurt => SUBSUMES
RESIDUE,confidence_medium,dairy_milk,creamy peanut butter,peanut butter,SUBSUMES,medium,,peanut butter,,,,"'Peanut butter' is bare on the texture axis; creamy is a specific kind. A demand for peanut butter is met by creamy, not the reverse.",creamy,false,
RESIDUE,confidence_medium,dairy_milk,full-fat greek yogurt,plain full-fat greek yogurt,SYNONYM,medium,,,,,,'Plain' is the default for cooking yogurt; both names denote the same tub of unsweetened full-fat Greek yogurt.,plain,false,
RESIDUE,confidence_medium,dairy_milk,full-fat greek yogurt,plain greek yogurt,SUBSUMES,medium,,plain greek yogurt,,,,"'Plain greek yogurt' leaves the fat level open (0%, 2%, 5% are all sold); full-fat greek yogurt is a specific kind that satisfies it.",fat|full|plain,false,
RESIDUE,confidence_medium,dairy_milk,full-fat plain yogurt,plain full-fat greek yogurt,DISTINCT,medium,,,,,,Regular (unstrained) full-fat yogurt and strained Greek yogurt are different products with different texture; two tubs.,greek,false,
RESIDUE,contradiction_flagged,dairy_milk,full-fat sour cream,sour cream,SYNONYM,medium,,,,,,A tub labeled simply 'sour cream' is the regular full-fat product; the qualifier restates the default.,fat|full,false,signature [fat|full] received SUBSUMES + SYNONYM — coconut milk ~ full-fat coconut milk => SYNONYM; full-fat sour cream ~ sour cream => SYNONYM; plain full-fat greek yogurt ~ plain greek yogurt => SUBSUMES
RESIDUE,confidence_medium,dairy_milk,natural peanut butter,peanut butter,SUBSUMES,medium,,peanut butter,,,,"'Peanut butter' is bare; natural (no added stabilizers/sugar) is a specific kind that satisfies a plain peanut butter call, not the reverse.",natural,false,
RESIDUE,contradiction_flagged,dairy_milk,plain full-fat greek yogurt,plain greek yogurt,SUBSUMES,medium,,plain greek yogurt,,,,'Plain greek yogurt' is unspecified on fat level; plain full-fat greek yogurt is a specific kind of it.,fat|full,false,signature [fat|full] received SUBSUMES + SYNONYM — coconut milk ~ full-fat coconut milk => SYNONYM; full-fat sour cream ~ sour cream => SYNONYM; plain full-fat greek yogurt ~ plain greek yogurt => SUBSUMES
RESIDUE,confidence_medium,dairy_milk,plain greek yogurt,plain whole-milk greek yogurt,SUBSUMES,medium,,plain greek yogurt,,,,'Plain greek yogurt' leaves fat level open; whole-milk is the specific kind that satisfies it.,milk|whole,true,
RESIDUE,confidence_medium,dairy_milk,plain whole-milk greek yogurt,plain whole-milk yogurt,DISTINCT,medium,,,,,,Strained Greek yogurt and regular whole-milk yogurt are different tubs with different thickness; a shopper needing one is not served by the other.,greek,false,
RESIDUE,confidence_medium,dairy_milk,plain whole-milk greek yogurt,whole milk plain yogurt,DISTINCT,medium,,,,,,Greek (strained) versus regular whole-milk plain yogurt: two different products.,greek,false,
RESIDUE,confidence_medium,dairy_milk,plain whole-milk greek yogurt,whole milk yogurt,DISTINCT,medium,,,,,,Greek (strained) versus regular whole-milk yogurt: two different products.,greek|plain,false,
RESIDUE,confidence_medium,dairy_milk,plain whole-milk greek yogurt,whole-milk plain yogurt,DISTINCT,medium,,,,,,Greek (strained) versus regular whole-milk plain yogurt: two different products.,greek,false,
RESIDUE,confidence_medium,dairy_milk,plain whole-milk yogurt,whole milk yogurt,SYNONYM,medium,,,,,,'Plain' is the recipe default for whole-milk yogurt; same tub.,plain,false,
RESIDUE,confidence_medium,dairy_milk,whole milk plain yogurt,whole milk yogurt,SYNONYM,medium,,,,,,'Plain' restates the recipe default for whole milk yogurt; same tub.,plain,false,
RESIDUE,confidence_medium,dairy_milk,whole milk yogurt,whole-milk greek yogurt,DISTINCT,medium,,,,,,Regular whole-milk yogurt and strained Greek whole-milk yogurt are different tubs.,greek,false,
RESIDUE,confidence_medium,dairy_milk,whole milk yogurt,whole-milk plain yogurt,SYNONYM,medium,,,,,,'Plain' is the default; same whole-milk yogurt tub.,plain,false,
RESIDUE,confidence_medium,dough pizza,pizza dough,refrigerated pizza dough,SUBSUMES,medium,,pizza dough,,,,"""pizza dough"" is bare and unspecified on every axis; ""refrigerated pizza dough"" fixes the form/packaging axis (as opposed to frozen, dry mix, or made-from-scratch). A shopper needing generic pizza dough is satisfied by the refrigerated tube; one needing refrigerated specifically is not satisfied by frozen dough. First name is the generic.",refrigerated,false,
RESIDUE,confidence_medium,dough pizza,pizza dough,thin-crust pizza dough,SUBSUMES,medium,,pizza dough,,,,"""pizza dough"" is the bare generic; ""thin-crust pizza dough"" fixes the crust-style axis. Anyone asking for plain pizza dough would accept a thin-crust formulation, but a thin-crust recipe is not satisfied by just any dough. First name is the generic.",crust|thin,false,
RESIDUE,contradiction_flagged,edamame,cooked edamame,edamame,SYNONYM,medium,,,,,,"""Cooked"" is a preparation state that transforms the whole purchase — nothing is discarded and no second product is bought. One bag of edamame, boiled or steamed, is cooked edamame.",cooked,true,"same base, prep difference, received SUBSUMES + SYNONYM — cooked edamame ~ edamame [cooked] => SYNONYM; edamame ~ shelled edamame [shelled] => SUBSUMES"
RESIDUE,contradiction_flagged,edamame,cooked edamame,shelled edamame,SUBSUMES,medium,,cooked edamame,,,,"Since ""cooked"" only fixes preparation state and leaves the pod/shelled axis wide open, ""cooked edamame"" is satisfied by shelled edamame, but someone needing shelled beans is not served by in-pod edamame. First name is the broader one.",cooked|shelled,true,"SUBSUMES declares ""cooked edamame"" generic over ""shelled edamame"", but the declared generic is not the less-qualified name — two specifics are DISTINCT, never SUBSUMES (D-WS9-202)"
RESIDUE,confidence_medium,edamame,cooked edamame,shelled frozen edamame,SUBSUMES,medium,,cooked edamame,,,,"""Cooked edamame"" is unspecified on both the shelled and frozen axes; shelled frozen edamame is one specific kind that satisfies it, not the reverse.",cooked|frozen|shelled,true,
RESIDUE,contradiction_flagged,edamame,edamame,shelled edamame,SUBSUMES,high,,edamame,,,,"""Edamame"" is the bare generic covering both in-pod and shelled; ""shelled"" fixes the form. A shopper wanting edamame is happy with shelled; one needing shelled beans is not satisfied by pods.",shelled,false,"same base, prep difference, received SUBSUMES + SYNONYM — cooked edamame ~ edamame [cooked] => SYNONYM; edamame ~ shelled edamame [shelled] => SUBSUMES"
RESIDUE,confidence_medium,edamame,shelled edamame,shelled frozen edamame,SUBSUMES,medium,,shelled edamame,,,,"Both fix the shell axis identically, but ""shelled edamame"" leaves fresh/frozen open while the second fills that in — subsumption within the same tier, first name generic.",frozen,true,
RESIDUE,confidence_medium,egg,egg,hard-boiled eggs,SYNONYM,medium,,,,,,"Hard-boiling is a preparation that transforms the whole purchase; nothing usable is discarded, so the same carton of eggs satisfies both names.",boiled|hard,false,
RESIDUE,confidence_medium,egg,egg,large egg yolks,COMPONENT,medium,egg,,1,each,true,"Yolks are a part of the egg purchase; bare 'egg' already means the standard large size, so one egg yields one large yolk with the white still available.",large|yolk,false,
RESIDUE,confidence_medium,egg,egg,large eggs,DISTINCT,medium,,,,,,"'Large' is the default US egg grade, so bare 'egg' already denotes that standard size — a sibling of the graded sizes rather than a parent of them.",large,false,
RESIDUE,confidence_medium,eggplant,eggplant,globe eggplant,SYNONYM,medium,,,,,,"In a US catalog the unqualified ""eggplant"" is the standard large purple globe variety — a shopper handed either name picks up the same product. Per the default-variety rule, the bare name names that standard variant rather than parenting all varieties.",globe,false,
RESIDUE,confidence_medium,eggplant,eggplant,thai eggplant,DISTINCT,medium,,,,,,"Since bare ""eggplant"" already denotes the globe variety, Thai eggplant (small round green fruits, sold separately, usually at Asian groceries) is a sibling product, not a specific kind of the bare name. A shopper holding globe eggplant needing Thai eggplant must buy it.",thai,false,
RESIDUE,confidence_medium,enchilada sauce,canned mild red enchilada sauce,canned red enchilada sauce,SUBSUMES,medium,,canned red enchilada sauce,,,,"""Canned red enchilada sauce"" is unspecified on the heat axis; ""mild"" fixes it. A demand for the generic is met by the mild can, not vice versa. Generic is the second name.",mild,false,
RESIDUE,confidence_medium,enchilada sauce,canned mild red enchilada sauce,mild red enchilada sauce,SYNONYM,medium,,,,,,"Enchilada sauce is sold in cans by default; ""canned"" merely names the package the same product comes in. One trip, one can.",canned,true,
RESIDUE,confidence_medium,enchilada sauce,canned mild red enchilada sauce,red enchilada sauce,SUBSUMES,medium,,red enchilada sauce,,,,"Second name is bare red enchilada sauce, unspecified on heat; the first fixes heat (mild) in the default canned form. Generic is the second name.",canned|mild,true,
RESIDUE,contradiction_flagged,enchilada sauce,canned red enchilada sauce,mild red enchilada sauce,SUBSUMES,medium,,canned red enchilada sauce,,,,"First name leaves heat level open; ""mild"" fixes it. A shopper wanting red enchilada sauce is satisfied by the mild one, but not the reverse. Generic is the first name.",canned|mild,true,"SUBSUMES declares ""canned red enchilada sauce"" generic over ""mild red enchilada sauce"", but the declared generic is not the less-qualified name — two specifics are DISTINCT, never SUBSUMES (D-WS9-202)"
RESIDUE,confidence_medium,enchilada sauce,canned red enchilada sauce,red enchilada sauce,SYNONYM,medium,,,,,,"Same product; ""canned"" states the default packaging for red enchilada sauce rather than distinguishing a different purchase.",canned,true,
RESIDUE,confidence_medium,enchilada sauce,mild red enchilada sauce,red enchilada sauce,SUBSUMES,medium,,red enchilada sauce,,,,"""Red enchilada sauce"" is bare on the heat axis (mild/medium/hot exhaust it), so it subsumes the mild version. Generic is the second name.",mild,false,
RESIDUE,confidence_medium,endive,belgian endive,endive,SUBSUMES,medium,,endive,,,,"""Endive"" is the bare family name covering Belgian endive, curly endive/frisée and escarole; ""Belgian endive"" names one specific variety. A shopper needing generic endive is served by Belgian endive, but someone needing Belgian endive is not satisfied by any endive. The second name is the generic one.",belgian,false,
RESIDUE,confidence_medium,flatbread,flatbread,flatbread dough,DISTINCT,medium,,,,,,"Flatbread dough is a raw, unbaked product you buy (or make) separately; finished flatbread is a different shelf item. Neither is extracted from the other without a second purchase — the dough must be rolled and baked, and holding baked flatbread you cannot get dough back. Not a part-of-purchase derivation, so DISTINCT rather than COMPONENT.",dough,false,
RESIDUE,confidence_medium,flatbread,flatbread,large whole-wheat flatbreads,SUBSUMES,medium,,flatbread,,,,"""flatbread"" is bare and unspecified on every axis (size, flour type), so a shopper needing generic flatbread is satisfied by large whole-wheat ones; someone needing large whole-wheat specifically is not satisfied by just any flatbread. First name is the generic.",large|wheat|whole,true,
RESIDUE,confidence_medium,flour_starch,coarse yellow cornmeal,yellow cornmeal,SUBSUMES,medium,,yellow cornmeal,,,,'Yellow cornmeal' fixes colour and leaves grind open; 'coarse yellow' fills in the grind. Generic is the second name.,coarse,false,
RESIDUE,confidence_medium,flour_starch,coarse-ground yellow cornmeal (polenta),yellow cornmeal,SUBSUMES,medium,,yellow cornmeal,,,,'Yellow cornmeal' leaves grind open; the coarse-ground (polenta) version specifies it. Generic is the second name.,coarse|ground|polenta,true,
