ingredientId,ingredientName,decision,fdcId,usdaDescription,dataType,cal100g,protein100g,carbs100g,fat100g,aiReason,candidateCount
c4a3646c-f855-4684-95e5-6a3b5f562225,flat-leaf parsley,AI_PICK,170416,"Parsley, fresh",SR Legacy,36,2.97,6.33,0.79,"Flat-leaf parsley is a fresh parsley variety; candidate 0 is fresh parsley in its plain, unprepared form",25
fd91a11a-38e3-464c-b3dd-b7875219ea8e,flatbread,AUTO,167945,"Focaccia, Italian flatbread, plain",SR Legacy,249,8.77,35.8,7.89,,1
255aedc9-13a9-4639-96d7-cfb8de89ef6b,flour tortilla,AUTO,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",SR Legacy,306,8.2,49.4,7.99,,25
d69f55dc-1073-454f-9104-5c7815432139,flour tortillas,AUTO,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",SR Legacy,306,8.2,49.4,7.99,,25
5a53191c-f44e-4474-bc4a-8d5ba9e49e52,french baguette,AI_PICK,172795,"Rolls, french",SR Legacy,277,8.6,50.2,4.3,"French baguette is a type of roll/bread, and 'Rolls, french' is the only generic bread product that matches",25
2269bebb-2fdf-4bb6-9f43-4d54e1cfb475,fresh basil,AUTO,172232,"Basil, fresh",SR Legacy,23,3.15,2.65,0.64,,25
729f7f28-557a-4ff5-ae32-2ea1323da9aa,fresh chive,AUTO,169994,"Chives, raw",SR Legacy,30,3.27,4.35,0.73,,25
a7b7127f-cf27-4e9a-8f87-874c9219f035,fresh chives,AUTO,169994,"Chives, raw",SR Legacy,30,3.27,4.35,0.73,,25
563574fb-fbd1-4dcb-8414-5208e4ca1aca,fresh cilantro,AUTO,169997,"Coriander (cilantro) leaves, raw",SR Legacy,23,2.13,3.67,0.52,,25
93578a62-6efa-4822-93e9-00959f7a43ee,fresh dill,AUTO,172233,"Dill weed, fresh",SR Legacy,43,3.46,7.02,1.12,,25
357a73e6-2b6b-4a49-96ac-b0c09286f4a5,fresh flat-leaf parsley,AI_PICK,170416,"Parsley, fresh",SR Legacy,36,2.97,6.33,0.79,"Parsley, fresh is the direct match for fresh flat-leaf parsley; flat-leaf is a variety descriptor of the same base ingredient",25
acc8ebfc-1a5c-4d38-8c38-6674178e028d,fresh lemon juice,AUTO,167747,"Lemon juice, raw",SR Legacy,22,0.35,6.9,0.24,,25
dff2e873-26df-4190-8b68-00c598b527e6,fresh lime,AUTO,168155,"Limes, raw",SR Legacy,30,0.7,10.5,0.2,,25
de4fbf1e-ee3a-4e7f-8b0f-83344b5daeeb,fresh lime juice,AUTO,168156,"Lime juice, raw",SR Legacy,25,0.42,8.42,0.07,,25
934853c3-6af7-4e79-8efa-44e5ea501e74,fresh mozzarella,AUTO,169011,"APPLEBEE'S, mozzarella sticks",SR Legacy,316,14.9,22.9,18.4,,25
cbb3a153-0fb7-4c77-a942-fe0bf186d95f,fresh parsley,AUTO,170416,"Parsley, fresh",SR Legacy,36,2.97,6.33,0.79,,25
fc28c8da-6319-4e12-acc1-4d84c6edd33c,fresh rosemary,AUTO,173473,"Rosemary, fresh",SR Legacy,131,3.31,20.7,5.86,,25
6f5e6a4d-d077-4f84-a3b6-68da4ac88b19,fresh tarragon,AUTO,170937,"Spices, tarragon, dried",SR Legacy,295,22.8,50.2,7.24,,25
4f9881d4-cd43-4575-b9cb-d7a3c5099fff,fresh thyme,AUTO,173470,"Thyme, fresh",SR Legacy,101,5.56,24.4,1.68,,25
a3a99a64-b774-4dee-8857-6d1a91ec0ee2,freshly grated nutmeg,AI_PICK,171326,"Spices, nutmeg, ground",SR Legacy,525,5.84,49.3,36.3,Ground nutmeg is the closest match to freshly grated nutmeg; both refer to the spice nutmeg in a prepared form,13
24cdf1ae-69ff-4009-84f7-94d3a08ad3fe,frisée lettuce,MISS,,,,,,,,"Frisée is a chicory variety, not a lettuce type; no chicory options available in candidates",25
280e7a5b-7681-4f6d-8f81-dbdf234607c3,frozen corn kernels,AUTO,169217,"Corn, yellow, whole kernel, frozen, microwaved",SR Legacy,113,3.62,25.9,1.42,,25
6f612817-2d9b-4684-a22b-dc8cc2929671,frozen mixed vegetables,AUTO,170471,"Vegetables, mixed, frozen, unprepared",SR Legacy,72,3.33,13.5,0.52,,25
4524f44a-6092-45b5-bc34-57a33e20309a,frozen peas,AUTO,170425,"Peas and carrots, frozen, unprepared",SR Legacy,53,3.4,11.2,0.47,,25
fcfea3de-8fb3-43e2-83df-14de3bdd0c14,frozen waffles,AUTO,167516,"Waffles, buttermilk, frozen, ready-to-heat",SR Legacy,273,6.58,41,9.22,,25
2b2ea520-9fc5-48ec-b19a-df00c2efa4c1,garam masala,MISS,,,,,,,,"Candidate is a prepared soup product, not plain garam masala spice blend",1
e6753984-d315-4484-bf78-783c61f197ab,garlic,AUTO,1104647,"Garlic, raw",Foundation,143,6.62,28.2,0.38,,8
56b12d21-41cf-47af-8f98-a1af11306ad7,garlic powder,AUTO,171325,"Spices, garlic powder",SR Legacy,331,16.6,72.7,0.73,,25
fe0de063-a467-4d32-9c5a-d4e6003e5950,ginger,AUTO,169231,"Ginger root, raw",SR Legacy,80,1.82,17.8,0.75,,5
fbc50f2b-e620-4823-a8cc-eec71806937a,granulated sugar,AUTO,746784,"Sugars, granulated",Foundation,385,0,99.6,0.32,,25
fbd9b1a6-da0f-49fe-bd7f-b9b49ebd068a,grated parmesan cheese,AUTO,171247,"Cheese, parmesan, grated",SR Legacy,420,28.4,13.9,27.8,,25
2d0a4ca5-76b8-4716-99dd-dcb416e6177a,greek yogurt or mayo,AI_PICK,170903,"Yogurt, Greek, plain, lowfat",SR Legacy,73,9.95,3.94,1.92,Plain lowfat Greek yogurt is the most generic form without flavoring or branding,25
79a002c7-c1bd-4e5f-b1b1-40254c592065,green bell pepper,MISS,,,,,,,,"AI picked ""Peppers, bell, green, raw"" but its macros are incomplete",25
0f85ccd3-1b62-4cbf-af31-f6bb1e6504f2,green cabbage,MISS,,,,,,,,"AI picked ""Cabbage, green, raw"" but its macros are incomplete",25
d25f4281-a95a-4792-ac71-701cda4221f3,green leaf lettuce,AUTO,169249,"Lettuce, green leaf, raw",SR Legacy,15,1.36,2.87,0.15,,25
68f32117-db3e-4f8c-b210-533559390605,green lentils,MISS,,,,,,,,"AI picked ""Lentils, dry"" but its macros are incomplete",25
0245775d-77c8-4c00-ab97-7436874fb5eb,green onion,AUTO,170006,"Onions, young green, tops only",SR Legacy,27,0.97,5.74,0.47,,25
f0c342ba-c185-4555-b805-f23124808db7,ground beef,AUTO,168608,"Beef, grass-fed, ground, raw",SR Legacy,198,19.4,0,12.7,,25
e935bc93-7825-427b-a7e7-6dd787d0d754,ground beef (80/20),AUTO,174036,"Beef, ground, 80% lean meat / 20% fat, raw",SR Legacy,254,17.2,0,20,,25
4d7a27af-c92d-4207-9596-47f69b4d7f21,ground beef (90/10),AUTO,174030,"Beef, ground, 90% lean meat / 10% fat, raw",SR Legacy,176,20,0,10,,25
65e43530-1149-4486-97a2-fd41557b2c52,ground beef patties,AUTO,169447,"Beef, ground, patties, frozen, cooked, broiled",SR Legacy,295,23,0,21.8,,25
e9fb396b-7644-4711-bf39-97a109114cb1,ground cinnamon,AUTO,171320,"Spices, cinnamon, ground",SR Legacy,247,3.99,80.6,1.24,,25
7366a265-7a6f-488e-8e7c-e081c5754a05,ground cloves,AUTO,171321,"Spices, cloves, ground",SR Legacy,274,5.97,65.5,13,,25
5f46e746-c6b6-4332-9830-2e435bb9c0f5,ground coriander,AI_PICK,170922,"Spices, coriander seed",SR Legacy,298,12.4,55,17.8,Ground coriander is made from coriander seeds; coriander seed is the most direct match to the ingredient,25
75679482-f7f3-466a-9db5-c552f0fc6969,ground cumin,AI_PICK,170923,"Spices, cumin seed",SR Legacy,375,17.8,44.2,22.3,"Spices, cumin seed is the closest match to ground cumin, as ground cumin is cumin seed that has been ground into powder form.",25
8c3bb600-2beb-4d12-9f56-4c3db5d550ba,ground lamb,AUTO,174370,"Lamb, ground, raw",SR Legacy,282,16.6,0,23.4,,25
0ecb8f59-0dbc-4aed-b298-0444604b08b6,ground turkey,AUTO,171506,"Turkey, Ground, cooked",SR Legacy,203,27.4,0,10.4,,25
e3236be0-e30d-4b05-bb9a-da169d7b61af,gruyère cheese,MISS,,,,,,,,Gruyère cheese is a Swiss cheese not represented in the candidate list,25
e54575d6-b61a-4b28-8152-caa53b719dcc,guacamole,MISS,,,,,,,,no USDA candidates,0
fb29f3ae-11ae-4426-9548-6e77101881da,head of garlic,AI_PICK,1104647,"Garlic, raw",Foundation,143,6.62,28.2,0.38,"Garlic, raw [Foundation] is the plain, unprepared generic form of garlic",9
d766f2ab-192e-4167-859e-7264f579c744,heavy cream,AUTO,170859,"Cream, fluid, heavy whipping",SR Legacy,340,2.84,2.84,36.1,,25
ac27a9af-8654-4d2f-85f0-77402ce7222f,herbes de provence,MISS,,,,,,,,Herbes de Provence is a dried herb blend/seasoning; none of the candidates match this generic spice mixture,25
ef745d59-e90d-4dbe-8e2e-7629ccc0e871,hoagie roll,AI_PICK,172795,"Rolls, french",SR Legacy,277,8.6,50.2,4.3,Hoagie rolls are a type of elongated sandwich roll most similar to French rolls in the generic roll category,25
998ed3cf-2cc6-4eac-8685-ad6e981ccee4,honey,AUTO,169640,Honey,SR Legacy,304,0.3,82.4,0,,25
2c7ead4f-b4cc-41ef-96a4-1fbb1fda0963,honeycrisp apple,MISS,,,,,,,,"AI picked ""Apples, honeycrisp, with skin, raw"" but its macros are incomplete",25
ba1a3e82-d327-4369-a010-4f1cfc895cfb,hot dog buns,AI_PICK,174090,"Rolls, hamburger or hot dog, whole wheat",SR Legacy,269,12.4,44.9,4.38,"Rolls, hamburger or hot dog is the generic plain form of hot dog buns",25
c978dead-0da2-44df-99c8-9d42fe0028b6,hot sauce,AUTO,171186,"Sauce, hot chile, sriracha",SR Legacy,93,1.93,19.2,0.93,,25
afe568ed-9fb0-4bf5-af9a-1dc111379ff0,iceberg lettuce,AUTO,169248,"Lettuce, iceberg (includes crisphead types), raw",SR Legacy,14,0.9,2.97,0.14,,25
616b839f-b069-40f1-ab09-331d745813d9,italian bread loaf,AI_PICK,174913,"Bread, Italian",SR Legacy,259,9.49,48.1,2.73,"Bread, Italian is the only candidate that matches the ingredient 'italian bread loaf' - it is a plain, generic Italian bread product",25
7a8dc6be-6d29-4b0d-89d9-dc1d0ed4e02a,italian pork sausage links,AI_PICK,172952,"Sausage, Italian, sweet, links",SR Legacy,149,16.1,2.1,8.42,"Italian sausage, sweet, links is the most specific match for Italian pork sausage links in unprepared form",25
b119c2f1-adf0-4d1f-965e-c3adc4c03295,jalapeño,MISS,,,,,,,,no USDA candidates,0
65f5b145-d695-4e77-b394-ebc62798a25e,jarred salsa,AI_PICK,746777,"Sauce, salsa, ready-to-serve",Foundation,29,1.44,6.74,0.19,"Generic salsa sauce in ready-to-serve form, Foundation dataset preferred over SR Legacy, no additional ingredients or branding",5
4156e5ff-49d5-4e6e-bcf1-cef19ab94340,jasmine rice,MISS,,,,,,,,"None of the candidates match jasmine rice; all are processed rice products (crackers, cakes, mixes) rather than raw jasmine rice grain",25
97976910-84ae-455c-809d-0c482e95ad5f,jumbo pasta shells,AI_PICK,169736,"Pasta, dry, enriched",SR Legacy,371,13,74.7,1.51,"Pasta, dry, enriched is the generic form of dried pasta; jumbo shells are a pasta shape variety",25
cc849afe-1bc6-4e20-a8c9-17dc7a8bf733,kalamata olive,MISS,,,,,,,,"No candidate matches kalamata olives; candidates are either oils, processed foods, or green olives, not kalamata olives specifically",16
60dafed5-31a9-47e2-ab5b-338c491d9da9,kalamata olives,MISS,,,,,,,,"No kalamata olive record available; candidate 9 is green Manzanilla olives, a different variety",16
34388632-aecc-470d-aaed-426a126e6dd7,kale,AUTO,168421,"Kale, raw",SR Legacy,35,2.92,4.42,1.49,,8
e89f3688-4e92-4918-8391-822fc97bda2c,ketchup,AUTO,747693,"Ketchup, restaurant",Foundation,117,1.11,26.8,0.55,,3
94ce9fb2-e942-4f8f-917e-76c8008bd11d,kosher salt,MISS,,,,,,,,"No plain salt product in candidates; index 3 is table salt, not kosher salt",25
63fb4f32-1371-442d-b918-27c8166948bb,lager beer,AI_PICK,168746,"Alcoholic beverage, beer, regular, all",SR Legacy,43,0.46,3.55,0,"Lager is a type of regular beer; index 3 is the generic regular beer category, avoiding light beer or branded variants",13
e44ced9d-f2bc-41d9-9d5b-50c7ca965811,large egg,AUTO,747997,"Eggs, Grade A, Large, egg white",Foundation,55,10.7,2.36,0,,25
179e8716-f88b-46b9-b8ba-13d15162ee0d,large eggs,AUTO,747997,"Eggs, Grade A, Large, egg white",Foundation,55,10.7,2.36,0,,25
ae8d392d-9224-4b82-9eba-2e86616b901b,large flour tortilla,AUTO,175037,"Tortillas, ready-to-bake or -fry, flour, refrigerated",SR Legacy,306,8.2,49.4,7.99,,25
d0f7e5f5-99e6-4c87-8460-ccf5506f1bbd,large shrimp,AUTO,175180,"Crustaceans, shrimp, cooked",SR Legacy,99,24,0.2,0.28,,25
f8371cd6-28a7-489d-87be-032abaf64b07,lean ground beef,AUTO,168652,"Beef, ground, 70% lean meat / 30% fat, raw",SR Legacy,332,14.4,0,30,,25
c510aa05-8533-4635-af99-ee51630cc259,lean ground beef meat boi,AI_PICK,174030,"Beef, ground, 90% lean meat / 10% fat, raw",SR Legacy,176,20,0,10,"90% lean meat is the standard definition of 'lean ground beef' and matches the unprepared, generic form requested",25
c732b2f0-affc-4af2-9181-d2a77917f87f,lean ground turkey,AUTO,174493,"Turkey, ground, 85% lean, 15% fat, raw",SR Legacy,180,16.9,0,12.5,,25
057e48fd-245a-4ce2-a22b-37c7a6881ad3,lemon,AUTO,167802,"Lemon juice from concentrate, bottled, REAL LEMON",SR Legacy,17,0.47,5.66,0.07,,25
2a5fee1b-024a-4347-84d4-f104a7883235,lemon juice,AUTO,167747,"Lemon juice, raw",SR Legacy,22,0.35,6.9,0.24,,25
25987874-479c-455e-8681-80d5dfa75d63,lemon zest,AI_PICK,167749,"Lemon peel, raw",SR Legacy,47,1.5,16,0.3,"Lemon peel, raw is the closest match to lemon zest, which is the colored outer layer of lemon peel",25
d092344a-df5c-406e-abf4-a0954f1cbdc3,lettuce,AUTO,169247,"Lettuce, cos or romaine, raw",SR Legacy,17,1.23,3.29,0.3,,25
9741d311-3b40-4e79-aa9c-9e835e95995b,lime,AUTO,168155,"Limes, raw",SR Legacy,30,0.7,10.5,0.2,,9
ecd2a410-0015-4aa6-b980-8331f507b4c4,lime juice,AUTO,168156,"Lime juice, raw",SR Legacy,25,0.42,8.42,0.07,,25
f2916482-d44a-42c9-9e91-6895d84b6424,lime zest,AI_PICK,168155,"Limes, raw",SR Legacy,30,0.7,10.5,0.2,"Limes, raw is the only candidate that represents the whole lime fruit from which zest is derived",9
2d7bb575-dbb6-4aee-b4cf-a6da1956e4bf,limes,AUTO,168155,"Limes, raw",SR Legacy,30,0.7,10.5,0.2,,9
0c6d4457-83e6-4ac4-ab0b-51a723fe0b50,linguine,MISS,,,,,,,,no USDA candidates,0
5759303d-9d51-487e-a55b-615f951e14b2,long grain white rice,AUTO,169708,"Rice, white, long-grain, parboiled, enriched, cooked",SR Legacy,123,2.91,26,0.37,,25
17823f2b-2375-4ecc-95d9-8acbfa5a8e5b,long-grain white rice,AUTO,169708,"Rice, white, long-grain, parboiled, enriched, cooked",SR Legacy,123,2.91,26,0.37,,25
edb8a58f-2314-4ca2-8e4b-9a2a316083bc,low-sodium beef broth,AI_PICK,172889,"Soup, beef broth, less/reduced sodium, ready to serve",SR Legacy,6,1.14,0.2,0.07,"Generic low-sodium beef broth in ready-to-serve form, most closely matches the ingredient without being branded or heavily processed",25
7e3ac570-a911-47cb-8e74-deba619258e5,low-sodium chicken broth,AUTO,171609,"Soup, chicken broth, low sodium, canned",SR Legacy,16,2,1.2,0.6,,25
012c52a0-45d4-415d-85b7-8aa89b641678,marinara sauce,AUTO,169037,"OLIVE GARDEN, cheese ravioli with marinara sauce",SR Legacy,159,7.44,19.6,5.61,,25
64c65100-d625-4c27-b555-c20115f72db9,mayonnaise,AUTO,168112,"Salad dressing, mayonnaise and mayonnaise-type, low calorie",SR Legacy,263,0.9,23.9,19,,25
eb7dd186-bbe3-48be-bad1-90ca1bca8098,mexican crema,MISS,,,,,,,,"Mexican crema is a sour cream-like dairy product; no dairy/cream options in candidates, only cheeses and prepared dishes",15
41476c52-8a71-4c72-a727-81289ffc0be7,mild chili powder,AI_PICK,171319,"Spices, chili powder",SR Legacy,282,13.5,49.7,14.3,"Spices, chili powder is the generic unprepared form of chili powder; mild is a common variety descriptor",25
cf1cf761-d757-463e-bf8f-7ba69970204d,mild red enchilada sauce,AUTO,174074,"Sauce, enchilada, red, mild, ready to serve",SR Legacy,30,0.62,4.87,0.91,,25
5e0eacc1-b637-4d0f-b0a1-590e0b0747aa,mild salsa,AI_PICK,746777,"Sauce, salsa, ready-to-serve",Foundation,29,1.44,6.74,0.19,"Generic ready-to-serve salsa sauce, Foundation data type is preferred over SR Legacy",21
1fbb715f-d0b3-42c3-9849-fcc3cf2a4299,mixed green lettuce,MISS,,,,,,,,"AI picked ""Lettuce, leaf, green, raw"" but its macros are incomplete",25
81848eae-db1d-46e8-ba62-f00c340aa8df,mixed greens,AUTO,169085,"Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added",SR Legacy,37,1.4,7.31,0.2,,25
c0dbc042-8c98-4688-9935-afd65aefa46f,monterey jack cheese,MISS,,,,,,,,"AI picked ""Cheese, monterey jack, solid"" but its macros are incomplete",25
72c22abc-2dae-420e-b6f3-c47223865071,neutral cooking oil,AI_PICK,171411,"Oil, soybean, salad or cooking",SR Legacy,884,0,0,100,"Soybean oil is the most common neutral cooking oil and matches the generic descriptor without brand names, special processing, or flavor profiles",25
ae340870-fe19-4559-ad28-a36153b3f5c4,neutral cooking spray,AI_PICK,171430,"Oil, PAM cooking spray, original",SR Legacy,792,0.26,20.7,78.7,PAM cooking spray is a neutral cooking spray product; other candidates are all beverages unrelated to cooking spray,25
602378e3-ba36-4fce-9b40-d7388e05857b,neutral oil,MISS,,,,,,,,"AI picked ""Oil, canola"" but its macros are incomplete",25
a2fad7ec-c107-40e1-83b7-126c2a7ca83c,new york strip steak,MISS,,,,,,,,"AI picked ""Beef, short loin (NY strip steak), raw"" but its macros are incomplete",25
f37ae360-99ba-4eae-8c95-47e585e8c1f6,olive oil,AUTO,167737,"Oil, corn, peanut, and olive",SR Legacy,884,0,0,100,,25
421cd86d-daa9-4ec0-bd55-3fc0ec141704,olive oil spray,AI_PICK,171413,"Oil, olive, salad or cooking",SR Legacy,884,0,0,100,"Oil, olive, salad or cooking is the plain generic olive oil most appropriate for cooking spray application",25
7665424b-4943-41c5-8654-e8291064b99e,onion powder,AUTO,171327,"Spices, onion powder",SR Legacy,341,10.4,79.1,1.04,,25
be315867-a066-46c3-9c52-f2d38140bf0d,orange juice,AUTO,171354,"Babyfood, juice, orange",SR Legacy,45,0.6,10.2,0.3,,25
1de51135-fb85-491c-b056-b896c2c68fa6,oranges,AUTO,168819,"Marmalade, orange",SR Legacy,246,0.3,66.3,0,,25
c2cbd983-0bfe-4616-831a-cffa42cf7d31,orzo pasta,AI_PICK,169736,"Pasta, dry, enriched",SR Legacy,371,13,74.7,1.51,Orzo is a type of dry pasta; enriched dry pasta is the most generic match available,25
6c24f73e-e3ef-4393-bf63-0f914da6729e,panko breadcrumbs,MISS,,,,,,,,no USDA candidates,0
e65392e4-4dd0-4a62-bbad-4b1981782736,pappardelle,MISS,,,,,,,,no USDA candidates,0
3a038cfb-4aa1-4c50-9264-6225419e9d7b,parmesan,AUTO,171247,"Cheese, parmesan, grated",SR Legacy,420,28.4,13.9,27.8,,13
e2840a45-8732-42db-ab36-323f3d024185,parmesan cheese,AUTO,171247,"Cheese, parmesan, grated",SR Legacy,420,28.4,13.9,27.8,,25
37517757-7de3-4662-afdf-a5943c7eeb7a,parsley,AUTO,170416,"Parsley, fresh",SR Legacy,36,2.97,6.33,0.79,,5
0565aff0-f37f-4e88-8459-768e5981fc3c,peanut butter,AUTO,169869,"Peanut butter, reduced sodium",SR Legacy,590,24,21.8,49.9,,25
c2607813-c5c5-4d31-bace-1b1c8cd30779,peanuts,AUTO,169585,"Candies, peanut bar",SR Legacy,522,15.5,47.4,33.7,,25
093c6f1a-fd59-4f7d-8838-f91a9cf55a6b,pearl onion,AI_PICK,170000,"Onions, raw",SR Legacy,40,1.1,9.34,0.1,"Pearl onion is a variety of onion; 'Onions, raw' is the plain, generic form that best matches",25
3d752897-3fa9-408a-9b97-e1426fd108ed,penne pasta,AI_PICK,169736,"Pasta, dry, enriched",SR Legacy,371,13,74.7,1.51,Penne is a dry enriched pasta; index 0 is the most generic plain dry enriched pasta option,25
598c317d-e4a5-47ae-b1d2-ee07fbd24b46,pickled banana peppers,AI_PICK,169766,"Peppers, hot pickled, canned",SR Legacy,22,0.8,4.56,0.4,Pickled banana peppers are a type of pickled hot pepper; candidate 1 is the only pickled pepper option available,25
fcb38d2a-a301-4614-ac26-adcbb8765fce,pickled jalapeño,AI_PICK,169766,"Peppers, hot pickled, canned",SR Legacy,22,0.8,4.56,0.4,Pickled hot peppers is the closest match to pickled jalapeño; jalapeños are hot peppers,24
3f663ad7-3a4e-4fda-a1da-3e30578d40bd,pickled jalapeño slices,AI_PICK,169766,"Peppers, hot pickled, canned",SR Legacy,22,0.8,4.56,0.4,"Pickled jalapeño peppers match 'Peppers, hot pickled, canned' as the closest generic pickled pepper product",25
4b0d0433-e00d-4d27-b7f0-daa9d097715c,pico de gallo,MISS,,,,,,,,"None of the candidates match pico de gallo, a fresh salsa mixture of tomatoes, onions, cilantro, and peppers",11
8a939f7d-7887-4738-84c8-12d47f356b2f,pita bread,AUTO,174915,"Bread, pita, white, enriched",SR Legacy,275,9.1,55.7,1.2,,25
c04cc708-9e2f-4e7e-9769-4031c485afda,pizza dough,MISS,,,,,,,,"No pizza dough record available; candidates are phyllo, cookie doughs, or finished pizzas",25
48799fce-4ec0-4182-bf19-ed7db665955b,plain greek yogurt,AUTO,170903,"Yogurt, Greek, plain, lowfat",SR Legacy,73,9.95,3.94,1.92,,25
ea9e6b26-95e3-47b3-a6b0-39e072764e07,plain whole-milk greek yogurt,AUTO,171304,"Yogurt, Greek, plain, whole milk",SR Legacy,97,9,3.98,5,,25
2e221412-4eb9-4352-a010-78d8697257fe,pork tenderloin,AUTO,168317,"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",SR Legacy,110,17.2,1.82,3.8,,25
f0f6d400-69a9-48be-85f9-a389a434900c,potato slider rolls,MISS,,,,,,,,No candidate specifically describes potato slider rolls; candidates are either different roll types or lack the potato specification and slider size designation,25
8f62b9df-4fcc-417c-982c-0b8d64397d1d,pumpkin seeds,AUTO,170556,"Seeds, pumpkin and squash seed kernels, dried",SR Legacy,559,30.2,10.7,49,,25
41039297-51bb-48c2-912e-6b79b0a69712,purple cabbage,AI_PICK,169977,"Cabbage, red, raw",SR Legacy,31,1.43,7.37,0.16,Purple cabbage is red cabbage; index 5 is the plain raw form in SR Legacy,25
c1132c30-ddf3-49a1-aacc-9632e1f224c5,quinoa,AUTO,168917,"Quinoa, cooked",SR Legacy,120,4.4,21.3,1.92,,4
95131d20-ab13-4522-98f2-d73b28e40a7b,radish,AUTO,169276,"Radishes, raw",SR Legacy,16,0.68,3.4,0.1,,9
e7dac7e1-7eb1-4ccd-9df0-c5e5e95282fb,ranch dressing,AUTO,173592,"Salad dressing, ranch dressing, regular",SR Legacy,430,1.32,5.9,44.5,,25
ef8cc2b5-6b0a-4e35-aead-b5171bb3df0a,red bell pepper,MISS,,,,,,,,"AI picked ""Peppers, bell, red, raw"" but its macros are incomplete",25
fc5856e9-886d-4541-aae1-666e7289ead5,red cabbage,AUTO,169977,"Cabbage, red, raw",SR Legacy,31,1.43,7.37,0.16,,25
a5790b3f-a6c2-4e0f-87ea-ea90a90b4af0,red onion,AUTO,790577,"Onions, red, raw",Foundation,44,0.94,9.93,0.1,,25
1113bc19-d945-4744-8994-3cdddee893a5,red pepper flakes,AI_PICK,170932,"Spices, pepper, red or cayenne",SR Legacy,318,12,56.6,17.3,"Red pepper flakes are a dried spice form of red/cayenne peppers, matching 'Spices, pepper, red or cayenne' exactly",25
a53f3776-12cc-4f06-9197-72045a4a8974,red wine vinegar,AUTO,172240,"Vinegar, red wine",SR Legacy,19,0.04,0.27,0,,25
efe35246-a7da-4c40-9cc1-c93695476c66,refried beans,AUTO,169032,"ON THE BORDER, refried beans",SR Legacy,144,7.3,17.5,5,,25
f31c4939-6013-4df5-8e06-1b36e5861c89,reserved birria braising liquid,MISS,,,,,,,,Birria braising liquid is a specific prepared dish liquid; no candidate matches this braised meat cooking liquid,25
707fd479-e88c-4c9a-bacc-6534e752bbc1,ribeye steak,AUTO,172599,"Game meat, bison, ribeye, separable lean only, 1"" steak, cooked, broiled",SR Legacy,177,29.4,0,5.67,,25
b7849e78-e861-42d4-9d03-eb24d0bf17a3,rice noodles,AUTO,168914,"Rice noodles, cooked",SR Legacy,108,1.79,24,0.2,,25
31e982f4-8f28-47ea-ab32-e2b433b26706,ripe avocado,AUTO,173573,"Oil, avocado",SR Legacy,884,0,0,100,,18
04adaa9b-344f-4809-b4ba-5a6154d09894,roasted cashews,AUTO,169421,"Nuts, cashew nuts, dry roasted, with salt added",SR Legacy,574,15.3,32.7,46.4,,25
2dee1a9b-2fe0-4b8c-97ae-f5d91c0d7147,roma tomato,MISS,,,,,,,,"AI picked ""Tomato, roma"" but its macros are incomplete",25
9649a5b2-adf3-4512-a47c-e2d71d0506bb,romaine lettuce,AUTO,169247,"Lettuce, cos or romaine, raw",SR Legacy,17,1.23,3.29,0.3,,25
0ee25c3c-57ea-4036-a6d2-0c9a600a684b,rotisserie chicken,AUTO,171524,"Chicken, broiler, rotisserie, BBQ, skin",SR Legacy,378,15.2,0.7,35.2,,25
4e39013e-7876-448b-a353-15b31768a738,russet potato,AUTO,170030,"Potatoes, Russet, flesh and skin, baked",SR Legacy,95,2.63,21.4,0.13,,25
f533213a-0121-485e-b6b8-5113a67f1c68,russet potatoes,AUTO,170030,"Potatoes, Russet, flesh and skin, baked",SR Legacy,95,2.63,21.4,0.13,,25
c9f183d1-3903-4762-93e3-f078f16c23ac,salmon fillet,AI_PICK,173688,"Fish, salmon, chinook, raw",SR Legacy,179,19.9,0,10.4,"Fish, salmon, chinook, raw is the most generic unprepared salmon fillet form",25
688eb228-2b7c-4b8c-9060-576b59694342,salmon fillets,AI_PICK,173688,"Fish, salmon, chinook, raw",SR Legacy,179,19.9,0,10.4,"Fish, salmon, chinook, raw is the most generic unprepared salmon fillet form",25
31f66ba4-af40-4905-bd20-530f34c4b814,salsa,AUTO,174068,"Dip, salsa con queso, cheese and salsa- medium",SR Legacy,143,3.14,11.1,9.51,,5
127c5e26-bd95-4dff-affe-3e8d60cf62ec,salsa roja,AI_PICK,746777,"Sauce, salsa, ready-to-serve",Foundation,29,1.44,6.74,0.19,"Generic salsa roja is a red salsa sauce; option 1 is the plain, generic ready-to-serve salsa without additional ingredients or branding",5
f1972e25-d68b-4a84-ab6e-5be354e9cc44,salsa verde,AUTO,171824,"Sauce, salsa, verde, ready-to-serve",SR Legacy,38,1.13,6.36,0.89,,5
fd091fd2-b2e4-410d-9587-fbe273baa7b6,salt,AUTO,173468,"Salt, table",SR Legacy,0,0,0,0,,25
9cb2d59e-e9b7-4c4a-9876-169007cb9e9a,san marzano tomatoes,AI_PICK,170051,"Tomatoes, red, ripe, canned, packed in tomato juice",SR Legacy,16,0.79,3.47,0.25,"San Marzano tomatoes are a canned variety packed in tomato juice, matching the canned tomato product most similar to how they're typically used",25
