provenance,needs_review,family,name_a,name_b,label,confidence,base_is,generic_is,yield_qty,yield_unit,co_harvestable,judge_reason
arbiter-resolved,AUTO,bean_legume,fresh snap peas,snap peas,SUBSUMES,medium,,snap peas,,,,"Snap peas are sold fresh and also frozen, so bare 'snap peas' leaves form open and is met by fresh ones; the reverse fails. Generic is the second."
arbiter-resolved,AUTO,bean_legume,frozen green beans,green beans,SUBSUMES,high,,green beans,,,,"Bare 'green beans' is generic on form; frozen is one specific form of it. Generic is the second, matching the fresh/green beans verdict."
ai-judged,AUTO,bean_legume,frozen green peas,frozen peas,SYNONYM,high,,,,,,Frozen peas are green peas; same bag under two names.
ai-judged,AUTO,bean_legume,frozen peas and carrots,frozen peas and carrots mix,SYNONYM,high,,,,,,Same freezer bag; 'mix' is wording only.
ai-judged,AUTO,bean_legume,frozen peas,frozen peas and carrots,DISTINCT,high,,,,,,Plain frozen peas and a peas-and-carrots blend are two different bags.
ai-judged,AUTO,bean_legume,frozen peas,frozen peas and carrots mix,DISTINCT,high,,,,,,Plain frozen peas and a peas-and-carrots blend are two different bags.
ai-judged,AUTO,bean_legume,green lentils,red lentils,DISTINCT,high,,,,,,Two specific lentil varieties that cook differently; two purchases.
ai-judged,AUTO,bean_legume,kidney beans,red kidney beans,SUBSUMES,high,,kidney beans,,,,Bare 'kidney beans' is the generic; red is a specific colour variety. Generic is the first.
ai-judged,AUTO,bean_legume,pinto beans,"pinto beans, canned",SUBSUMES,high,,pinto beans,,,,Bare 'pinto beans' leaves form open; canned is a specific form. Generic is the first.
arbiter-resolved,AUTO,bean_legume,refried beans,refried black beans,DISTINCT,medium,,,,,,"On the shelf 'refried beans' denotes the standard pinto product, not an open category — it is a sibling of 'refried black beans', which is labelled separately. Consistent with 'canned refried beans' ~ 'refried black beans' => DISTINCT."
ai-judged,AUTO,beef,80/20 ground beef,ground beef,SUBSUMES,high,,ground beef,,,,"""ground beef"" is the bare generic; 80/20 fixes the fat ratio. The second name is the generic one."
arbiter-resolved,AUTO,beef,80/20 ground beef,ground beef (80/20 chuck),SUBSUMES,high,,80/20 ground beef,,,,"Both fix 80/20; only the second also pins the cut to chuck, so the first name is the broader one. Mirrors the family's ""ground beef (80/20 chuck)"" ~ ""ground beef (80/20)"" ruling."
ai-judged,AUTO,beef,80/20 ground beef,ground beef (80/20),SYNONYM,high,,,,,,"Same product, same fat ratio, only word order differs."
ai-judged,AUTO,beef,all-beef hot dogs,beef hot dogs,SYNONYM,high,,,,,,"""All-beef"" and ""beef"" hot dogs name the same package on the shelf."
ai-judged,AUTO,beef,beef brisket flat,flat-cut corned beef brisket (with spice packet),DISTINCT,high,,,,,,"Fresh brisket flat versus a cured/brined corned beef brisket with spice packet: two different products, two purchases."
ai-judged,AUTO,beef,"beef broth, low-sodium",low-sodium beef broth,SYNONYM,high,,,,,,"Identical product, only phrasing order differs."
arbiter-resolved,AUTO,beef,beef broth,"beef broth, low-sodium",SUBSUMES,medium,,beef broth,,,,"Sodium level is an open axis on the bare name (cartons labelled simply ""beef broth"" and ""beef broth, low sodium"" exhaust it); a shopper needing beef broth is served by the low-sodium carton, not conversely."
arbiter-resolved,AUTO,beef,beef broth,low-sodium beef broth,SUBSUMES,medium,,beef broth,,,,"Same relation as the reversed phrasing (which the family settled as SYNONYM with pair 1's second term): bare beef broth is generic, low-sodium is the specific."
ai-judged,AUTO,beef,beef chuck roast,bone-in beef chuck roast,SUBSUMES,high,,beef chuck roast,,,,"""Beef chuck roast"" leaves the bone axis open; bone-in fixes it."
ai-judged,AUTO,beef,beef chuck roast,boneless beef chuck roast,SUBSUMES,high,,beef chuck roast,,,,"""Beef chuck roast"" is unqualified on the bone axis; boneless fixes it."
arbiter-resolved,AUTO,beef,beef chuck,beef chuck roast,SUBSUMES,high,,beef chuck,,,,"""Beef chuck"" is the primal/region name; chuck roast is a specific retail cut taken from it, and the family already has chuck roast subsuming its bone-in/boneless variants."
arbiter-resolved,AUTO,beef,beef chuck,bone-in beef chuck roast,SUBSUMES,high,,beef chuck,,,,"Bone-in chuck roast is a specific cut within the broader primal name ""beef chuck""; transitively consistent with beef chuck ~ beef chuck roast ~ bone-in beef chuck roast."
arbiter-resolved,AUTO,beef,beef chuck,bone-in beef chuck short ribs,DISTINCT,medium,,,,,,"As an ingredient name ""beef chuck"" denotes the boneless roast/stew meat a shopper actually buys; bone-in chuck short ribs are a separate butcher-counter item (bone in, rib sections) that would not serve a recipe calling for beef chuck. Same primal, different product."
arbiter-resolved,AUTO,beef,beef chuck,boneless beef chuck roast,SUBSUMES,high,,beef chuck,,,,"Boneless chuck roast is a specific cut within the broader ""beef chuck""; consistent with the bone-in counterpart."
arbiter-resolved,AUTO,beef,beef chuck,ground beef (80/20 chuck),DISTINCT,high,,,,,,"A whole chuck cut versus pre-ground chuck are separate purchases and separate processing states, exactly like peppercorns versus ground pepper."
arbiter-resolved,AUTO,beef,beef sirloin steak tips,beef sirloin tips,SYNONYM,high,,,,,,"""Beef sirloin steak tips"" and ""beef sirloin tips"" name the same butcher-counter item; the flagged conflict comes from unrelated pairs sharing the word ""steak""."
arbiter-resolved,AUTO,beef,beef sirloin steak tips,sirloin steak,DISTINCT,high,,,,,,Sirloin tips (trimmed strips/cubes) and a whole sirloin steak are different retail items; owning one does not satisfy a call for the other.
arbiter-resolved,AUTO,beef,beef sirloin steak,beef sirloin steak tips,DISTINCT,high,,,,,,"A sirloin steak and sirloin steak tips are two different packaged cuts from the same region; each must be bought separately. Both are specifics, so neither subsumes the other."
ai-judged,AUTO,beef,beef sirloin steak,sirloin steak,SYNONYM,high,,,,,,"""Beef"" is redundant; same steak under two names."
arbiter-resolved,AUTO,beef,beef sirloin,beef sirloin steak,SUBSUMES,medium,,beef sirloin,,,,"""Beef sirloin"" is the bare cut region, open on form (steak, tips, roast); a sirloin steak is one specific form of it, so the first name is generic."
arbiter-resolved,AUTO,beef,beef sirloin,beef sirloin steak tips,SUBSUMES,medium,,beef sirloin,,,,"Sirloin steak tips are boneless sirloin meat, a specific form of the open region name ""beef sirloin""; the reverse does not hold."
arbiter-resolved,AUTO,beef,beef sirloin,beef sirloin tips,SUBSUMES,medium,,beef sirloin,,,,"Same as the ""steak tips"" phrasing (a synonym of this term): bare ""beef sirloin"" is the generic region name, sirloin tips the specific cut form."
ai-judged,AUTO,beef,bone-in beef chuck roast,bone-in chuck roast,SYNONYM,high,,,,,,"""Beef"" is redundant; identical cut."
ai-judged,AUTO,beef,bone-in beef chuck roast,boneless beef chuck roast,DISTINCT,high,,,,,,Bone-in and boneless are two different packages at the counter.
arbiter-resolved,AUTO,beef,bone-in beef chuck short ribs,bone-in beef short ribs,SUBSUMES,medium,,bone-in beef short ribs,,,,"""Bone-in beef short ribs"" leaves the sub-primal open (chuck or plate); chuck short ribs fix it, so the second name is the generic."
ai-judged,AUTO,beef,"bone-in ribeye steaks, 1-inch thick","bone-in ribeye steaks, about 1-inch thick",SYNONYM,high,,,,,,"""1-inch thick"" and ""about 1-inch thick"" specify the same steak."
arbiter-resolved,AUTO,beef,"bone-in ribeye steaks, 1-inch thick","bone-in ribeye steaks, about 1.25 inches thick",DISTINCT,high,,,,,,"Two different stated thicknesses on the same axis — 1 inch versus 1.25 inches are sibling specifics, neither covering the other."
ai-judged,AUTO,beef,"bone-in ribeye steaks, 1-inch thick",boneless ribeye steaks,DISTINCT,high,,,,,,"Bone-in versus boneless ribeye: different products, and each also carries its own qualifier."
human-reviewed,AUTO,beef,"bone-in ribeye steaks, 1-inch thick",ribeye steak,SUBSUMES,high,,ribeye steak,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
arbiter-resolved,AUTO,beef,"bone-in ribeye steaks, about 1-inch thick","bone-in ribeye steaks, about 1.25 inches thick",DISTINCT,high,,,,,,"Sibling specifics on the thickness axis; ""about 1-inch"" does not satisfy a call for ""about 1.25 inches"" or vice versa."
ai-judged,AUTO,beef,"bone-in ribeye steaks, about 1-inch thick",boneless ribeye steaks,DISTINCT,high,,,,,,Bone-in versus boneless ribeye are separate purchases.
human-reviewed,AUTO,beef,"bone-in ribeye steaks, about 1-inch thick",ribeye steak,SUBSUMES,high,,ribeye steak,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,beef,"bone-in ribeye steaks, about 1.25 inches thick",ribeye steak,SUBSUMES,high,,ribeye steak,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,beef,bone-in ribeye steaks,"bone-in ribeye steaks, 1-inch thick",SUBSUMES,high,,bone-in ribeye steaks,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,beef,bone-in ribeye steaks,"bone-in ribeye steaks, about 1-inch thick",SUBSUMES,high,,bone-in ribeye steaks,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,beef,bone-in ribeye steaks,"bone-in ribeye steaks, about 1.25 inches thick",SUBSUMES,high,,bone-in ribeye steaks,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
ai-judged,AUTO,beef,bone-in ribeye steaks,boneless ribeye steaks,DISTINCT,high,,,,,,Bone-in and boneless ribeye are two different products at the counter.
ai-judged,AUTO,beef,bone-in ribeye steaks,ribeye steak,SUBSUMES,high,,ribeye steak,,,,"Bare ""ribeye steak"" is unspecified on the bone axis; bone-in is the specific. Second name is the generic."
ai-judged,AUTO,beef,boneless ribeye steaks,ribeye steak,SUBSUMES,high,,ribeye steak,,,,"Bare ""ribeye steak"" is the generic; boneless is a specific kind of it."
arbiter-resolved,AUTO,beef,ground beef (80/20 chuck),ground beef (80/20),SUBSUMES,high,,ground beef (80/20),,,,"Both fix the 80/20 ratio; only the first also pins the cut to chuck, so the second name is the broader one."
arbiter-resolved,AUTO,beef,ground beef (85% lean),lean ground beef,SUBSUMES,high,,lean ground beef,,,,"""Lean ground beef"" leaves the exact ratio open (85/15, 90/10); ""85% lean"" pins it, so the second name is the generic — consistent with the family's ""lean ground beef"" ~ ""lean ground beef (85/15)"" SUBSUMES."
ai-judged,AUTO,beef,ground beef (85% lean),lean ground beef (85/15),SYNONYM,high,,,,,,85% lean and 85/15 lean ground beef are the same package.
ai-judged,AUTO,beef,ground beef,ground beef (80/20 chuck),SUBSUMES,high,,ground beef,,,,"Bare ""ground beef"" is unspecified on ratio and cut; 80/20 chuck fixes both."
ai-judged,AUTO,beef,ground beef,ground beef (80/20),SUBSUMES,high,,ground beef,,,,"Bare ""ground beef"" is the generic; 80/20 fixes the fat ratio."
ai-judged,AUTO,beef,ground beef,ground beef (85% lean),SUBSUMES,high,,ground beef,,,,"Bare ""ground beef"" is the generic; 85% lean fixes the fat ratio."
ai-judged,AUTO,beef,ground beef,ground beef (90/10),SUBSUMES,high,,ground beef,,,,"Bare ""ground beef"" is the generic; 90/10 fixes the fat ratio."
arbiter-resolved,AUTO,beef,ground beef,ground beef patties,DISTINCT,high,,,,,,"Pre-formed patties are their own retail package; bulk ground beef will not do when patties are called for, and a shopper with patties still buys a chub for a sauce. Packaging/form difference."
ai-judged,AUTO,beef,ground beef,lean ground beef,SUBSUMES,high,,ground beef,,,,"Bare ""ground beef"" is unspecified on leanness; ""lean"" narrows it."
ai-judged,AUTO,beef,ground beef,lean ground beef (85/15),SUBSUMES,high,,ground beef,,,,"Bare ""ground beef"" is the generic; lean 85/15 is a specific kind."
arbiter-resolved,AUTO,beef,ground beef,lean ground beef meat boi,SUBSUMES,medium,,ground beef,,,,"The trailing junk carries no qualifier; the entry reads as lean ground beef, and the family settled ""ground beef"" ~ ""lean ground beef"" as SUBSUMES at high confidence."
ai-judged,AUTO,beef,lean ground beef,lean ground beef (85/15),SUBSUMES,high,,lean ground beef,,,,"""Lean ground beef"" leaves the exact ratio open; 85/15 fills it in."
arbiter-resolved,AUTO,beef,lean ground beef,lean ground beef meat boi,SYNONYM,medium,,,,,,"Identical product name with a garbled trailing fragment (""meat boi"") that adds no distinguishing attribute — one purchase, two spellings."
human-reviewed,AUTO,beef,new york strip steak,"new york strip steaks, about 1 inch thick",SUBSUMES,high,,new york strip steak,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
arbiter-resolved,AUTO,beef,sirloin steak,top sirloin steaks,SUBSUMES,medium,,sirloin steak,,,,"""Sirloin steak"" leaves the sub-cut open (top or bottom sirloin); ""top sirloin"" fixes it, and a recipe calling for sirloin steak is satisfied by top sirloin."
human-reviewed,AUTO,beef,sirloin steak,"top sirloin steaks, about 1 inch thick",SUBSUMES,medium,,sirloin steak,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
human-reviewed,AUTO,beef,top sirloin steaks,"top sirloin steaks, about 1 inch thick",SUBSUMES,high,,top sirloin steaks,,,,reviewed 2026-09-01: accepted as genuine size-axis subsumption: the bare name is a wildcard on the size axis and the qualifier is a real grade (chat-Claude triage)
ai-judged,AUTO,beer lager,cold lager beer,lager beer,SYNONYM,high,,,,,,"""Cold"" describes serving temperature, not a different product — the same bottle/can of lager satisfies both names, nothing is discarded and no second purchase is needed."
ai-judged,AUTO,beer lager,lager beer,mexican lager beer,SUBSUMES,high,,lager beer,,,,"""Lager beer"" is a bare, unqualified generic covering all lager styles; ""mexican lager beer"" fixes the style/origin axis. A shopper needing lager is satisfied by a Mexican lager, but one needing Mexican lager is not satisfied by just any lager. First name is the generic."
arbiter-resolved,AUTO,birria braising liquid reserved,reserved birria braising liquid,reserved braising liquid from chicken birria,SUBSUMES,high,,reserved birria braising liquid,,,,"""Reserved birria braising liquid"" leaves the meat axis open; birria is made with beef, goat, lamb or chicken, so the qualified variants exhaust the bare name rather than the bare name denoting a single default product. Liquid from chicken birria satisfies a call for generic birria liquid, but not the reverse."
arbiter-resolved,AUTO,birria braising liquid reserved,reserved birria braising liquid,reserved braising liquid from goat birria,SUBSUMES,medium,,reserved birria braising liquid,,,,"Same structure as the chicken pair: the bare name is generic over the meat used, and goat birria liquid is one specific kind that satisfies it. Slight hesitation only because goat is the traditional birria meat and could be read as the default, but modern usage is broad enough that the bare term reads as generic."
arbiter-resolved,AUTO,bok choy,baby bok choy,bok choy,DISTINCT,medium,,,,,,"Unqualified ""bok choy"" is not an umbrella term for all sizes; on the shelf it denotes the standard full-size mature head, which is the default variety and therefore a sibling of the small ""baby bok choy"" SKU (usually a different cultivar sold by the bunch), not its parent. This matches the stated rule that a bare name naming the default variety does not subsume its qualified small/large variants. A cook holding one and needing the other must make a second purchase."
arbiter-resolved,AUTO,bread,baguette,crusty baguette,SYNONYM,high,,,,,,"A baguette is crusty by definition — 'crusty' restates an inherent property rather than picking out a distinct shelf item. This differs from 'crusty hoagie rolls' or 'crusty sourdough', where soft-crusted versions genuinely exist, so the flagged conflict is not a real inconsistency."
arbiter-resolved,AUTO,bread,baguette,crusty french baguette,SYNONYM,high,,,,,,Both 'crusty' and 'french' are inherent to a baguette; the shopper buys the identical loaf.
arbiter-resolved,AUTO,bread,baguette,french baguette,SYNONYM,high,,,,,,A baguette is by definition a French bread; 'french' adds nothing to the purchase. The 'french hoagie rolls' case differs because hoagie rolls are not inherently French-style.
arbiter-resolved,AUTO,bread,baguette,italian baguette,DISTINCT,medium,,,,,,"Bare 'baguette' denotes the standard French loaf — a default variety, hence a sibling rather than a parent. An 'italian baguette' is a separate bakery item (Italian-style crumb/crust) that a shopper would pick up in addition."
arbiter-resolved,AUTO,bread,brioche buns,brioche burger buns,SYNONYM,medium,,,,,,The default brioche bun sold as 'brioche buns' is the round burger bun; same package under two names.
arbiter-resolved,AUTO,bread,brioche buns,brioche hamburger bun,SYNONYM,medium,,,,,,"Hamburger bun and burger bun name the same product, which is what bare 'brioche buns' denotes as the standard round bun."
arbiter-resolved,AUTO,bread,brioche buns,brioche hot dog buns,DISTINCT,high,,,,,,Bare 'brioche buns' means the default round burger bun; hot dog buns are a different shape in a different package and require a separate purchase.
arbiter-resolved,AUTO,bread,brioche buns,brioche slider buns,DISTINCT,high,,,,,,"Slider buns are a separate small-bun package; standard brioche buns will not substitute, so the shopper must buy them."
ai-judged,AUTO,bread,brioche hamburger bun,hamburger buns,SUBSUMES,high,,hamburger buns,,,,"'Hamburger buns' is the bare generic (sesame, potato, plain, brioche); brioche is one specific kind."
ai-judged,AUTO,bread,brioche hot dog buns,hot dog buns,SUBSUMES,high,,hot dog buns,,,,'Hot dog buns' is the bare generic; brioche hot dog buns are one specific kind of it.
ai-judged,AUTO,bread,brioche slider buns,slider buns,SUBSUMES,high,,slider buns,,,,'Slider buns' is the bare generic; brioche slider buns are a specific variety.
arbiter-resolved,AUTO,bread,ciabatta loaf,italian ciabatta loaf,SYNONYM,high,,,,,,Ciabatta is an Italian bread; the 'italian' qualifier is redundant and names the same loaf.
arbiter-resolved,AUTO,bread,corn tortilla chips,corn tortillas,DISTINCT,high,,,,,,A bag of fried chips and a package of soft tortillas are two entirely different products on different shelves.
arbiter-resolved,AUTO,bread,corn tortilla chips,corn tortillas (6-inch),DISTINCT,high,,,,,,Fried chips versus soft 6-inch tortillas — separate purchases.
human-reviewed,AUTO,bread,corn tortilla chips,thick-cut corn tortilla chips,DISTINCT,high,,,,,,"reviewed 2026-09-01: 'thick-cut' is a default-variety marker, not a size grade: regular and thick-cut are separate SKUs at separate prices, so the bare name does not subsume the thick-cut one"
arbiter-resolved,AUTO,bread,corn tortilla chips,tortilla chips,SYNONYM,medium,,,,,,Standard tortilla chips are corn tortilla chips; either name buys the same bag. Consistent with 'thick-cut corn tortilla chips' and 'restaurant-style' both being specifics under this same product.
arbiter-resolved,AUTO,bread,corn tortilla strips,corn tortillas,DISTINCT,medium,,,,,,"Packaged corn tortilla strips are a crisp fried salad/soup topping sold as their own product; soft tortillas would have to be cut and fried, so the shopper with tortillas still lacks the strips."
arbiter-resolved,AUTO,bread,corn tortilla strips,corn tortillas (6-inch),DISTINCT,medium,,,,,,Same reasoning as strips versus plain tortillas: crisp strips are a separate fried product from soft 6-inch tortillas.
arbiter-resolved,AUTO,bread,corn tortilla strips,tortilla strips,SYNONYM,medium,,,,,,Tortilla strips are corn tortilla strips by default; one product under two names.
arbiter-resolved,AUTO,bread,corn tortillas (6-inch),small corn tortillas,DISTINCT,medium,,,,,,"6-inch is the standard taco tortilla tier; 'small corn tortillas' denotes the smaller street-taco size. Sibling size tiers, neither contains the other."
ai-judged,AUTO,bread,corn tortillas (6-inch),thick-cut corn tortilla chips,DISTINCT,high,,,,,,Fried chips versus soft tortillas: two different packages.
arbiter-resolved,AUTO,bread,corn tortillas (6-inch),white corn tortillas,DISTINCT,high,,,,,,"'6-inch' fixes size and leaves colour open; 'white' fixes colour and leaves size open — qualifiers on different axes, so neither subsumes the other."
arbiter-resolved,AUTO,bread,corn tortillas,corn tortillas (6-inch),SUBSUMES,medium,,corn tortillas,,,,Bare 'corn tortillas' names the standard taco tier but leaves the exact diameter open; the parenthetical fills that in — subsumption within a tier.
ai-judged,AUTO,bread,corn tortillas,small corn tortillas,DISTINCT,high,,,,,,"Bare 'corn tortillas' is itself the standard size; small ones are a sibling size, a separate package."
ai-judged,AUTO,bread,corn tortillas,thick-cut corn tortilla chips,DISTINCT,high,,,,,,A bag of fried chips is not a package of soft tortillas.
arbiter-resolved,AUTO,bread,corn tortillas,white corn tortillas,SUBSUMES,medium,,corn tortillas,,,,"'Corn tortillas' is unspecified on colour; white corn is one specific kind alongside yellow and blue. No conflict with the 6-inch pair, which is a different-axis comparison."
ai-judged,AUTO,breadcrumb italian,italian breadcrumbs,italian-seasoned breadcrumbs,SYNONYM,high,,,,,,Both names denote the same product on the shelf: breadcrumbs pre-seasoned with Italian herbs. A shopper handed either name buys the identical canister.
arbiter-resolved,AUTO,breadcrumb,breadcrumbs,dry breadcrumbs,SUBSUMES,medium,,breadcrumbs,,,,"""Dry"" names the standard pantry crumb, which is what a bare call for breadcrumbs is met by; ""dry breadcrumbs"" still spans plain/Italian/panko, so it is a narrower kind of the bare name rather than a separate product. Consistent with the family's high-confidence ""breadcrumbs"" ~ ""italian breadcrumbs"" SUBSUMES."
arbiter-resolved,AUTO,breadcrumb,breadcrumbs,fresh breadcrumbs,DISTINCT,medium,,,,,,"Overturning the first pass: on the shelf, bare ""breadcrumbs"" denotes the default dry canister product (which is why breadcrumbs~dry breadcrumbs works as generic/specific), whereas ""fresh breadcrumbs"" means soft crumbs made from a loaf of bread. A shopper holding one must still buy the other, and dry~fresh is already DISTINCT at high confidence."
ai-judged,AUTO,breadcrumb,breadcrumbs,italian breadcrumbs,SUBSUMES,high,,breadcrumbs,,,,"""Italian"" fixes the seasoning axis; bare breadcrumbs is the generic and is satisfied by the Italian-seasoned can, but not conversely."
ai-judged,AUTO,breadcrumb,breadcrumbs,italian-seasoned breadcrumbs,SUBSUMES,high,,breadcrumbs,,,,Same as Italian breadcrumbs: seasoning-qualified specific under the bare generic.
arbiter-resolved,AUTO,breadcrumb,breadcrumbs,panko breadcrumbs,SUBSUMES,medium,,breadcrumbs,,,,"Panko is a named style of breadcrumb; a recipe calling for plain ""breadcrumbs"" is served by panko, but a panko coating is not delivered by ordinary crumbs. Same structure as the family's Italian-breadcrumb pairs settled at high confidence."
arbiter-resolved,AUTO,breadcrumb,breadcrumbs,plain breadcrumbs,SUBSUMES,medium,,breadcrumbs,,,,"Since the family already treats bare ""breadcrumbs"" as open on the seasoning axis (italian/italian-seasoned SUBSUMES at high confidence), ""plain"" fixes that axis to unseasoned and is a specific kind the generic call is satisfied by."
ai-judged,AUTO,breadcrumb,dry breadcrumbs,fresh breadcrumbs,DISTINCT,high,,,,,,Two specifics on the same axis (moisture) with opposite values — dry canister versus crumbs from fresh bread; separate purchases.
arbiter-resolved,AUTO,breadcrumb,dry breadcrumbs,plain breadcrumbs,DISTINCT,medium,,,,,,"""Dry"" fixes moisture, ""plain"" fixes seasoning — qualifiers on different axes, so neither subsumes the other; dry crumbs may be Italian-seasoned and plain crumbs is a specific canister label."
arbiter-resolved,AUTO,breadcrumb,fresh breadcrumbs,plain breadcrumbs,DISTINCT,high,,,,,,Different products entirely: soft homemade crumbs torn from fresh bread versus a canister of unseasoned dry crumbs. Neither purchase substitutes for the other.
arbiter-resolved,AUTO,bread,crusty artisan bread loaf,crusty bread,SUBSUMES,medium,,crusty bread,,,,'Crusty bread' is the bare generic used across the family; a crusty artisan loaf is one specific kind that satisfies it.
arbiter-resolved,AUTO,bread,crusty baguette,crusty french baguette,SYNONYM,high,,,,,,Baguettes are French; adding the word changes nothing about the purchase.
arbiter-resolved,AUTO,bread,crusty bread,crusty italian bread,SUBSUMES,high,,crusty bread,,,,"'Crusty bread' is a genuinely open generic; crusty Italian bread is one specific kind of it. Unlike 'baguette', 'crusty bread' names no particular loaf."
ai-judged,AUTO,bread,crusty bread,crusty italian bread loaf,SUBSUMES,high,,crusty bread,,,,'Crusty bread' is generic; a crusty Italian loaf is a specific kind that satisfies it.
ai-judged,AUTO,bread,crusty bread,crusty sourdough bread,SUBSUMES,high,,crusty bread,,,,'Crusty bread' is generic; crusty sourdough is one specific variety.
arbiter-resolved,AUTO,bread,crusty french baguette,french baguette,SYNONYM,high,,,,,,A French baguette is crusty by definition; the two names buy the same loaf.
arbiter-resolved,AUTO,bread,crusty hoagie rolls,hoagie rolls,SUBSUMES,medium,,hoagie rolls,,,,"Hoagie rolls are sold both soft and crusty, so the bare name is open on that axis and 'crusty' picks one kind."
arbiter-resolved,AUTO,bread,crusty italian bread loaf,italian bread loaf,SUBSUMES,medium,,italian bread loaf,,,,"Supermarket Italian bread loaves come both soft-crusted and hard-crusted, so 'italian bread loaf' leaves crust open and 'crusty' specifies it."
ai-judged,AUTO,bread,crusty italian bread,crusty italian bread loaf,SYNONYM,high,,,,,,'Loaf' merely names the form the bread is sold in; identical purchase.
arbiter-resolved,AUTO,bread,crusty sourdough bread,sourdough bread,SUBSUMES,medium,,sourdough bread,,,,'Sourdough bread' covers both sliced sandwich sourdough and artisan loaves; 'crusty' selects the artisan-crust kind.
arbiter-resolved,AUTO,bread,crusty sourdough bread,thick-cut sourdough bread,DISTINCT,medium,,,,,,"'Crusty' fixes loaf/crust style, 'thick-cut' fixes slice thickness — two specifics under sourdough bread on different axes, so siblings."
arbiter-resolved,AUTO,bread,crusty sourdough loaf,sourdough loaf,SUBSUMES,medium,,sourdough loaf,,,,"'Sourdough loaf' leaves crust style open (soft-crusted sourdough loaves exist); 'crusty' specifies one kind, matching the crusty-sourdough-bread verdict."
arbiter-resolved,AUTO,bread,day-old sourdough bread,sourdough bread,SYNONYM,medium,,,,,,"Day-old is a state reached by letting the same loaf sit, not a separate product on the shelf; one purchase."
arbiter-resolved,AUTO,bread,french hoagie rolls (10-inch),hoagie rolls,SUBSUMES,high,,hoagie rolls,,,,"'Hoagie rolls' is an open generic; French-style 10-inch rolls are one specific kind that satisfies it. Unlike 'french baguette', 'french' here is not redundant."
ai-judged,AUTO,bread,hamburger buns,potato hamburger bun,SUBSUMES,high,,hamburger buns,,,,'Hamburger buns' is the bare generic; potato buns are one specific variety.
ai-judged,AUTO,bread,hot dog buns,poppy seed hot dog buns,SUBSUMES,high,,hot dog buns,,,,'Hot dog buns' is the bare generic; poppy seed buns are one specific kind.
ai-judged,AUTO,bread,naan bread,naan,SYNONYM,high,,,,,,'Naan bread' and 'naan' are two names for the same flatbread package.
arbiter-resolved,AUTO,bread,naan,plain naan,SYNONYM,medium,,,,,,"Bare 'naan' denotes the plain, unflavoured default product; 'plain naan' names that same package."
ai-judged,AUTO,bread,pita bread rounds,pita rounds,SYNONYM,high,,,,,,'Pita rounds' and 'pita bread rounds' are the same item under two names.
arbiter-resolved,AUTO,bread,pita bread,pita bread rounds,SYNONYM,medium,,,,,,"Pita bread is sold as whole rounds; 'rounds' merely names the form of the same package, consistent with 'pita bread rounds ~ pita rounds' already settled as synonymous."
arbiter-resolved,AUTO,bread,pita bread,whole wheat pita breads,SUBSUMES,medium,,pita bread,,,,'Pita bread' is unspecified on flour type; whole wheat pita is one specific kind sitting alongside white pita.
ai-judged,AUTO,bread,potato slider rolls,slider rolls,SUBSUMES,high,,slider rolls,,,,'Slider rolls' is the bare generic; potato slider rolls are one specific variety.
ai-judged,AUTO,bread,restaurant-style tortilla chips,tortilla chips,SUBSUMES,high,,tortilla chips,,,,'Tortilla chips' is the bare generic; restaurant-style is one specific style of chip.
arbiter-resolved,AUTO,bread,sandwich bread,sourdough sandwich bread,SUBSUMES,medium,,sandwich bread,,,,"'Sandwich bread' is an open category (white, wheat, multigrain, sourdough sliced loaves all sold under it) rather than a single default product; sourdough sandwich bread is one specific kind."
human-reviewed,AUTO,bread,sandwich bread,thick-cut white sandwich bread,DISTINCT,high,,,,,,"reviewed 2026-09-01: 'thick-cut' is a default-variety marker, not a size grade: regular and thick-cut are separate SKUs at separate prices, so the bare name does not subsume the thick-cut one"
arbiter-resolved,AUTO,bread,sandwich bread,white sandwich bread,SUBSUMES,medium,,sandwich bread,,,,'Sandwich bread' leaves grain/colour open; white sandwich bread is one specific kind. Consistent with the sourdough-sandwich-bread verdict.
ai-judged,AUTO,bread,small corn tortillas,white corn tortillas,DISTINCT,high,,,,,,"'Small' fixes size, 'white' fixes colour — different axes, neither name covers the other."
