row_kind,reason,family,name_a,name_b,label,confidence,base_is,yield_qty,yield_unit,co_harvestable,judge_reason,signature,straddles_processing,contradiction_detail,hans_verdict,hans_notes
SPOTCHECK,auto_accepted_spot_check,tomato,san marzano whole peeled tomatoes,tomato,DISTINCT,high,,,,,Canned product vs fresh tomato.,marzano|peeled|san|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned whole peeled tomatoes,diced tomatoes,DISTINCT,high,,,,,Whole peeled vs diced cans.,canned|diced|peeled|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned fire-roasted diced tomatoes,fire-roasted diced tomatoes,SYNONYM,high,,,,,"Same can, 'canned' implied.",canned,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,"red onion, thinly sliced",yellow onion,DISTINCT,high,,,,,Red and yellow onions are different products.,red|sliced|thinly|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned san marzano whole peeled tomatoes,whole peeled san marzano tomatoes,SYNONYM,high,,,,,Word-order variant of the same can.,canned,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,"red onion, thinly sliced","white onion, diced",DISTINCT,high,,,,,Red and white onions are different products.,diced|red|sliced|thinly|white,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,tomato,tomato passata,DISTINCT,high,,,,,"Passata is a processed bottled product, a separate purchase.",passata,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned fire-roasted diced tomatoes,crushed fire-roasted tomatoes,DISTINCT,high,,,,,Diced vs crushed cans.,canned|crushed|diced,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,garlic head,head of garlic,SYNONYM,high,,,,,"Same bulb, reversed wording.",(identical),false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned crushed san marzano tomatoes,canned san marzano whole peeled tomatoes,DISTINCT,high,,,,,Crushed vs whole peeled are two different cans.,crushed|peeled|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,medium yellow onion,yellow onion,SYNONYM,high,,,,,Size adjective only; same yellow onion.,medium,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned diced tomatoes,canned diced tomatoes with green chiles,DISTINCT,high,,,,,Plain diced vs diced with chiles: different cans.,chili|green,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned crushed san marzano tomatoes,san marzano whole peeled tomatoes,DISTINCT,high,,,,,Crushed vs whole peeled cans.,canned|crushed|peeled|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,crushed tomatoes,fire-roasted crushed tomatoes,DISTINCT,high,,,,,Fire-roasted vs plain crushed can.,fire|roasted,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,ripe roma tomatoes,"roma tomatoes, roughly chopped",SYNONYM,high,,,,,Same roma tomatoes with a prep note.,chopped|ripe|roughly,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,garlic,garlic powder,DISTINCT,high,,,,,Dried ground spice jar versus fresh bulb.,powder,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,white onion,"yellow onions, finely diced",DISTINCT,high,,,,,White and yellow onions are different products.,diced|finely|white|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned crushed tomatoes,crushed tomatoes,SYNONYM,high,,,,,Crushed tomatoes are sold canned; same product.,canned,true,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,"black pepper, ground",ground black pepper,SYNONYM,high,,,,,Same phrase reordered.,(identical),false,,,
SPOTCHECK,auto_accepted_spot_check,allium,large yellow onion,red onion,DISTINCT,high,,,,,Yellow and red onions are different products.,large|red|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,fresh tomatoes,whole canned tomatoes,DISTINCT,high,,,,,Fresh vs canned tomatoes.,canned|fresh|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,"red onion, thinly sliced",white onion,DISTINCT,high,,,,,Red and white onions are different products.,red|sliced|thinly|white,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,"yellow onions, finely diced","yellow onions, thinly sliced",SYNONYM,high,,,,,"Same yellow onion, differing cut instruction.",diced|finely|sliced|thinly,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,condensed tomato soup,tomato,DISTINCT,high,,,,,Canned soup vs fresh tomato.,condensed|soup,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,crushed fire-roasted tomatoes,tomato,DISTINCT,high,,,,,Canned product vs fresh tomato.,crushed|fire|roasted,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned san marzano crushed tomatoes,canned whole san marzano tomatoes,DISTINCT,high,,,,,Crushed vs whole cans.,crushed|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,crushed fire-roasted tomatoes,fire-roasted diced tomatoes,DISTINCT,high,,,,,Crushed vs diced cans.,crushed|diced,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,yellow onion,"yellow onions, finely diced",SYNONYM,high,,,,,Dicing is a prep note on the same yellow onion.,diced|finely,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,fresh tomatoes,ripe tomato,SYNONYM,high,,,,,"Ripeness descriptor, same fresh tomato.",fresh|ripe,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned crushed tomatoes,diced tomatoes,DISTINCT,high,,,,,Crushed vs diced cans.,canned|crushed|diced,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,chili-garlic sauce,garlic,DISTINCT,high,,,,,"Jarred chili-garlic sauce is a manufactured product, not fresh garlic.",chili|sauce,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,diced white onion,medium yellow onion,DISTINCT,high,,,,,White onion and yellow onion are different products.,diced|medium|white|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,crushed tomatoes,whole peeled tomatoes,DISTINCT,high,,,,,Crushed vs whole peeled cans.,crushed|peeled|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned whole peeled tomatoes,ripe tomato,DISTINCT,high,,,,,Canned vs fresh tomatoes.,canned|peeled|ripe|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned san marzano crushed tomatoes,canned san marzano whole tomatoes,DISTINCT,high,,,,,Crushed vs whole cans.,crushed|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,onion,"red onion, thinly sliced",DISTINCT,high,,,,,Red onion is a different variety from the default yellow onion.,red|sliced|thinly,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned san marzano whole peeled tomatoes,san marzano crushed tomatoes,DISTINCT,high,,,,,Whole peeled vs crushed cans.,canned|crushed|peeled|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,scallions,"scallions, thinly sliced, for garnish",SYNONYM,high,,,,,Same bunch of scallions with prep/usage notes.,garnish|sliced|thinly,false,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,coarsely ground black pepper,roasted red peppers,DISTINCT,high,,,,,Unrelated products.,black|coarsely|ground|red|roasted,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned whole san marzano tomatoes,tomato,DISTINCT,high,,,,,Canned product vs fresh tomato.,canned|marzano|san|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,crushed fire-roasted tomatoes,crushed tomatoes,DISTINCT,high,,,,,Fire-roasted is a different can from plain crushed.,fire|roasted,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,large yellow onion,"white onion, diced",DISTINCT,high,,,,,Yellow and white onions are different products.,diced|large|white|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,oil_fat,neutral oil (such as vegetable or avocado oil),neutral vegetable oil,SYNONYM,high,,,,,Both satisfied by one bottle of neutral vegetable oil.,avocado,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,large yellow onion,yellow onion,SYNONYM,high,,,,,Size adjective only; same yellow onion.,large,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,beefsteak tomato,"beefsteak tomatoes, thinly sliced",SYNONYM,high,,,,,Same purchase; 'thinly sliced' is a prep note.,sliced|thinly,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,red onion,sliced green onions,DISTINCT,high,,,,,Red bulb onion versus green onions.,green|red|sliced,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,"yellow onion, roughly chopped","yellow onions, thinly sliced",SYNONYM,high,,,,,"Same yellow onion, differing cut instruction.",chopped|roughly|sliced|thinly,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned whole san marzano tomatoes,crushed san marzano tomatoes,DISTINCT,high,,,,,Whole vs crushed cans.,canned|crushed|whole,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,beefsteak tomato,ripe beefsteak tomatoes,SYNONYM,high,,,,,"'Ripe' is a quality descriptor, same product.",ripe,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned whole peeled tomatoes,whole canned tomatoes,SYNONYM,high,,,,,Same can under two names.,peeled,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned diced tomatoes,ripe tomato,DISTINCT,high,,,,,Canned vs fresh tomatoes.,canned|diced|ripe,true,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,"black pepper, ground",white pepper,DISTINCT,high,,,,,White pepper is a separate purchase.,black|ground|white,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,large yellow onion,"yellow onion, diced",SYNONYM,high,,,,,Same yellow onion with size/prep annotations.,diced|large,false,,,
SPOTCHECK,auto_accepted_spot_check,tomato,canned diced tomatoes with green chiles (rotel),tomato,DISTINCT,high,,,,,Canned mixed product vs fresh tomato.,canned|chili|diced|green|rotel,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,diced white onion,"white onion, roughly chopped",SYNONYM,high,,,,,"Same white onion, differing cut instruction only.",chopped|diced|roughly,false,,,
SPOTCHECK,auto_accepted_spot_check,allium,green onions,"yellow onion, diced",DISTINCT,high,,,,,Green onions versus yellow bulb onions.,diced|green|yellow,false,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,jarred roasted red peppers,white pepper,DISTINCT,high,,,,,Jarred vegetable vs ground spice.,jarred|red|roasted|white,true,,,
SPOTCHECK,auto_accepted_spot_check,tomato,sun-dried tomatoes in oil,tomato,DISTINCT,high,,,,,Jarred sun-dried tomatoes are a separate purchase from fresh tomatoes.,dried|oil|sun,true,,,
SPOTCHECK,auto_accepted_spot_check,pepper_corn,ground white pepper,white pepper,SYNONYM,high,,,,,Recipe 'white pepper' means the ground white pepper jar.,ground,true,,,
SPOTCHECK,auto_accepted_spot_check,allium,diced white onion,"red onion, thinly sliced",DISTINCT,high,,,,,White versus red onion; slicing note does not change the variety.,diced|red|sliced|thinly|white,false,,,
