rank,category,parent_dish,dish,primary_axis,cross_axis_used,axis_note,short_of_target,short_reason
18,Soups/Stews/Chili,Chicken Noodle Soup,Slow-Cooked Chicken Noodle Soup,preparation,false,"Chicken noodle soup has genuine latitude in broth character, noodle type, and aromatics — these choices produce meaningfully different bowls a person would choose between.",true,"A sixth distinct version would require padding — the dish's real variables (broth depth, noodle type, herb profile, richness) are exhausted at five without manufacturing near-clones."
18,Soups/Stews/Chili,Chicken Noodle Soup,Chicken Noodle Soup with Wide Egg Noodles and Dill,preparation,false,"Chicken noodle soup has genuine latitude in broth character, noodle type, and aromatics — these choices produce meaningfully different bowls a person would choose between.",true,"A sixth distinct version would require padding — the dish's real variables (broth depth, noodle type, herb profile, richness) are exhausted at five without manufacturing near-clones."
19,Chicken,Roast Whole Chicken,Classic Herb Butter Roast Chicken,preparation,false,"Roast whole chicken has enormous latitude in seasoning, glazes, aromatics, and stuffing the cavity — these genuinely produce different dinners, not just substitutions.",false,
19,Chicken,Roast Whole Chicken,Garlic and Lemon Roast Chicken,preparation,false,"Roast whole chicken has enormous latitude in seasoning, glazes, aromatics, and stuffing the cavity — these genuinely produce different dinners, not just substitutions.",false,
19,Chicken,Roast Whole Chicken,Spatchcocked Roast Chicken with Smoked Paprika,preparation,false,"Roast whole chicken has enormous latitude in seasoning, glazes, aromatics, and stuffing the cavity — these genuinely produce different dinners, not just substitutions.",false,
19,Chicken,Roast Whole Chicken,Honey-Dijon Glazed Roast Chicken,preparation,false,"Roast whole chicken has enormous latitude in seasoning, glazes, aromatics, and stuffing the cavity — these genuinely produce different dinners, not just substitutions.",false,
19,Chicken,Roast Whole Chicken,Tuscan Roast Chicken with White Wine and Olives,preparation,false,"Roast whole chicken has enormous latitude in seasoning, glazes, aromatics, and stuffing the cavity — these genuinely produce different dinners, not just substitutions.",false,
19,Chicken,Roast Whole Chicken,Dry-Rubbed Roast Chicken with Crispy Skin,preparation,false,"Roast whole chicken has enormous latitude in seasoning, glazes, aromatics, and stuffing the cavity — these genuinely produce different dinners, not just substitutions.",false,
20,Soups/Stews/Chili,Beef Stew,Classic Beef Stew with Potatoes and Carrots,preparation,false,"Beef stew has wide latitude in its own preparation — the braising liquid, aromatics, vegetables, and cooking method all shift the dish meaningfully without changing what it fundamentally is.",false,
20,Soups/Stews/Chili,Beef Stew,Red Wine Braised Beef Stew,preparation,false,"Beef stew has wide latitude in its own preparation — the braising liquid, aromatics, vegetables, and cooking method all shift the dish meaningfully without changing what it fundamentally is.",false,
20,Soups/Stews/Chili,Beef Stew,Beef and Guinness Stew,preparation,false,"Beef stew has wide latitude in its own preparation — the braising liquid, aromatics, vegetables, and cooking method all shift the dish meaningfully without changing what it fundamentally is.",false,
20,Soups/Stews/Chili,Beef Stew,Slow Cooker Beef Stew with Root Vegetables,preparation,false,"Beef stew has wide latitude in its own preparation — the braising liquid, aromatics, vegetables, and cooking method all shift the dish meaningfully without changing what it fundamentally is.",false,
20,Soups/Stews/Chili,Beef Stew,Tomato-Based Beef Stew with Green Beans and Corn,preparation,false,"Beef stew has wide latitude in its own preparation — the braising liquid, aromatics, vegetables, and cooking method all shift the dish meaningfully without changing what it fundamentally is.",false,
20,Soups/Stews/Chili,Beef Stew,Beef Stew with Mushrooms and Pearl Onions,preparation,false,"Beef stew has wide latitude in its own preparation — the braising liquid, aromatics, vegetables, and cooking method all shift the dish meaningfully without changing what it fundamentally is.",false,
21,Pasta,Chicken Alfredo,Classic Chicken Alfredo,preparation,false,"Chicken Alfredo has real latitude in how the chicken is prepared, how the sauce is built, and what pasta or add-ins are used, making preparation the natural axis for meaningful variation.",false,
21,Pasta,Chicken Alfredo,Grilled Chicken Alfredo,preparation,false,"Chicken Alfredo has real latitude in how the chicken is prepared, how the sauce is built, and what pasta or add-ins are used, making preparation the natural axis for meaningful variation.",false,
21,Pasta,Chicken Alfredo,Blackened Chicken Alfredo,preparation,false,"Chicken Alfredo has real latitude in how the chicken is prepared, how the sauce is built, and what pasta or add-ins are used, making preparation the natural axis for meaningful variation.",false,
21,Pasta,Chicken Alfredo,Baked Chicken Alfredo,preparation,false,"Chicken Alfredo has real latitude in how the chicken is prepared, how the sauce is built, and what pasta or add-ins are used, making preparation the natural axis for meaningful variation.",false,
21,Pasta,Chicken Alfredo,Sun-Dried Tomato Chicken Alfredo,preparation,false,"Chicken Alfredo has real latitude in how the chicken is prepared, how the sauce is built, and what pasta or add-ins are used, making preparation the natural axis for meaningful variation.",false,
22,Italian-American,Beef Lasagna,Classic Beef and Ricotta Lasagna,preparation,false,"Beef lasagna has genuine latitude in its meat sauce, cheese layers, and overall build — from a classic bolognese-style to a ricotta-heavy American style to a white-sauce variation — making preparation the natural axis.",true,A sixth distinct version would require either misidentifying the dish or padding with near-clones; five versions cover the real range of how home cooks build beef lasagna differently.
22,Italian-American,Beef Lasagna,Beef Bolognese Lasagna,preparation,false,"Beef lasagna has genuine latitude in its meat sauce, cheese layers, and overall build — from a classic bolognese-style to a ricotta-heavy American style to a white-sauce variation — making preparation the natural axis.",true,A sixth distinct version would require either misidentifying the dish or padding with near-clones; five versions cover the real range of how home cooks build beef lasagna differently.
22,Italian-American,Beef Lasagna,Beef and Béchamel Lasagna,preparation,false,"Beef lasagna has genuine latitude in its meat sauce, cheese layers, and overall build — from a classic bolognese-style to a ricotta-heavy American style to a white-sauce variation — making preparation the natural axis.",true,A sixth distinct version would require either misidentifying the dish or padding with near-clones; five versions cover the real range of how home cooks build beef lasagna differently.
22,Italian-American,Beef Lasagna,Spicy Beef Lasagna,preparation,false,"Beef lasagna has genuine latitude in its meat sauce, cheese layers, and overall build — from a classic bolognese-style to a ricotta-heavy American style to a white-sauce variation — making preparation the natural axis.",true,A sixth distinct version would require either misidentifying the dish or padding with near-clones; five versions cover the real range of how home cooks build beef lasagna differently.
22,Italian-American,Beef Lasagna,Beef and Roasted Vegetable Lasagna,preparation,false,"Beef lasagna has genuine latitude in its meat sauce, cheese layers, and overall build — from a classic bolognese-style to a ricotta-heavy American style to a white-sauce variation — making preparation the natural axis.",true,A sixth distinct version would require either misidentifying the dish or padding with near-clones; five versions cover the real range of how home cooks build beef lasagna differently.
23,Pork,Grilled Pork Chops,Classic Herb-Marinated Grilled Pork Chops with Grilled Zucchini,preparation,false,"Grilled pork chops have genuine latitude in marinade, glaze, rub, and seasoning profile, making preparation the natural axis for distinct versions.",false,
23,Pork,Grilled Pork Chops,Brown Sugar and Smoked Paprika Rubbed Pork Chops with Corn on the Cob,preparation,false,"Grilled pork chops have genuine latitude in marinade, glaze, rub, and seasoning profile, making preparation the natural axis for distinct versions.",false,
23,Pork,Grilled Pork Chops,Honey Mustard Glazed Pork Chops with Roasted Sweet Potatoes,preparation,false,"Grilled pork chops have genuine latitude in marinade, glaze, rub, and seasoning profile, making preparation the natural axis for distinct versions.",false,
23,Pork,Grilled Pork Chops,Soy-Ginger Marinated Pork Chops with Steamed Jasmine Rice and Cucumber Salad,preparation,false,"Grilled pork chops have genuine latitude in marinade, glaze, rub, and seasoning profile, making preparation the natural axis for distinct versions.",false,
23,Pork,Grilled Pork Chops,BBQ-Glazed Pork Chops with Tangy Coleslaw and Baked Beans,preparation,false,"Grilled pork chops have genuine latitude in marinade, glaze, rub, and seasoning profile, making preparation the natural axis for distinct versions.",false,
23,Pork,Grilled Pork Chops,Garlic and Rosemary Pork Chops with Grilled Peaches and Arugula,preparation,false,"Grilled pork chops have genuine latitude in marinade, glaze, rub, and seasoning profile, making preparation the natural axis for distinct versions.",false,
24,Pork,BBQ Pulled Pork,Classic Smoky Pulled Pork Sandwich,preparation,false,"Pulled pork has genuine latitude in its smoke, rub, sauce, and regional BBQ style, producing meaningfully different dinners across traditions.",false,
24,Pork,BBQ Pulled Pork,Carolina Vinegar Pulled Pork with Slaw,preparation,false,"Pulled pork has genuine latitude in its smoke, rub, sauce, and regional BBQ style, producing meaningfully different dinners across traditions.",false,
24,Pork,BBQ Pulled Pork,Kansas City Sweet BBQ Pulled Pork Plate,preparation,false,"Pulled pork has genuine latitude in its smoke, rub, sauce, and regional BBQ style, producing meaningfully different dinners across traditions.",false,
24,Pork,BBQ Pulled Pork,Chipotle-Spiced Pulled Pork Tacos,preparation,false,"Pulled pork has genuine latitude in its smoke, rub, sauce, and regional BBQ style, producing meaningfully different dinners across traditions.",false,
24,Pork,BBQ Pulled Pork,Honey-Mustard Pulled Pork Bowl with Rice,preparation,false,"Pulled pork has genuine latitude in its smoke, rub, sauce, and regional BBQ style, producing meaningfully different dinners across traditions.",false,
24,Pork,BBQ Pulled Pork,Slow-Roasted Pulled Pork with Alabama White Sauce,preparation,false,"Pulled pork has genuine latitude in its smoke, rub, sauce, and regional BBQ style, producing meaningfully different dinners across traditions.",false,
25,Sandwiches/Burgers,Sloppy Joes,Classic Sloppy Joes,preparation,false,"Sloppy Joes have real latitude in their sauce profile and protein, which genuinely changes what you taste — tangy vs. smoky vs. spicy vs. sweet — while the saucy-meat-on-bun identity stays fixed.",true,"After covering the main sauce directions (classic tomato-sweet, smoky BBQ, spicy, turkey-lightened, and sausage-Italian), a sixth version would require either a trivial seasoning tweak that doesn't change the eating experience or a stretch into territory that no longer reads as Sloppy Joes."
25,Sandwiches/Burgers,Sloppy Joes,Smoky BBQ Sloppy Joes,preparation,false,"Sloppy Joes have real latitude in their sauce profile and protein, which genuinely changes what you taste — tangy vs. smoky vs. spicy vs. sweet — while the saucy-meat-on-bun identity stays fixed.",true,"After covering the main sauce directions (classic tomato-sweet, smoky BBQ, spicy, turkey-lightened, and sausage-Italian), a sixth version would require either a trivial seasoning tweak that doesn't change the eating experience or a stretch into territory that no longer reads as Sloppy Joes."
25,Sandwiches/Burgers,Sloppy Joes,Spicy Chipotle Sloppy Joes,preparation,false,"Sloppy Joes have real latitude in their sauce profile and protein, which genuinely changes what you taste — tangy vs. smoky vs. spicy vs. sweet — while the saucy-meat-on-bun identity stays fixed.",true,"After covering the main sauce directions (classic tomato-sweet, smoky BBQ, spicy, turkey-lightened, and sausage-Italian), a sixth version would require either a trivial seasoning tweak that doesn't change the eating experience or a stretch into territory that no longer reads as Sloppy Joes."
25,Sandwiches/Burgers,Sloppy Joes,Turkey Sloppy Joes,preparation,false,"Sloppy Joes have real latitude in their sauce profile and protein, which genuinely changes what you taste — tangy vs. smoky vs. spicy vs. sweet — while the saucy-meat-on-bun identity stays fixed.",true,"After covering the main sauce directions (classic tomato-sweet, smoky BBQ, spicy, turkey-lightened, and sausage-Italian), a sixth version would require either a trivial seasoning tweak that doesn't change the eating experience or a stretch into territory that no longer reads as Sloppy Joes."
25,Sandwiches/Burgers,Sloppy Joes,Italian Sausage Sloppy Joes,preparation,false,"Sloppy Joes have real latitude in their sauce profile and protein, which genuinely changes what you taste — tangy vs. smoky vs. spicy vs. sweet — while the saucy-meat-on-bun identity stays fixed.",true,"After covering the main sauce directions (classic tomato-sweet, smoky BBQ, spicy, turkey-lightened, and sausage-Italian), a sixth version would require either a trivial seasoning tweak that doesn't change the eating experience or a stretch into territory that no longer reads as Sloppy Joes."
